"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"CLE","AIR","419544","Wilko Gel Pearl Cotton 100g","Wilko",NA,NA,0.825
"CLE","AIR","419545","Wilko Gel Pearl Lavender 100g","Wilko",NA,NA,0.825
"CLE","AIR","419546","Wilko Reed Diffuser Cotton","Wilko",NA,NA,0.825
"CLE","AIR","419547","Wilko Reed Diffuser Vanilla","Wilko",NA,NA,0.825
"CLE","AIR","419551","Wilko Liquid Wick Vanilla 75ml","Wilko",NA,NA,0.825
"CLE","AIR","419552","Wilko Liquid Wick Cotton 75ml","Wilko",NA,NA,0.825
"CLE","AIR","419553","Wilko Liquid Wick Lavender 75ml","Wilko",NA,NA,0.825
"CLE","AIR","419556","Wilko Plug In Starter Lavender","Wilko",NA,NA,0.79
"CLE","AIR","429887","Wilko Plug In Twin Refill Cotton","Wilko",NA,"2",0.86
"CLE","AIR","429889","Wilko Plug-in Refills Lavender 20ml","Wilko","20ml","2",0.93
