"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"DIS","TIS","125470","Wilko Soft White Tissues Cube 65 Sheets 2 Ply","Wilko","Cube 2ply","1",1
"DIS","TIS","255447","Wilko Soft White Tissues 80 Sheets2 Ply","Wilko","Family","1",1
"DIS","TIS","351800","Wilko Large Soft White Tissues 90 Sheets 2 Ply","Wilko","90s","1",1
"DIS","TIS","351802","Wilko Super Soft Tissues White 80 Sheets 3 Ply","Wilko","80s","1",1
"DIS","TIS","351803","Wilko Ultra Soft Balm Tissues 80 Sheets 3 Ply","Wilko",NA,"1",0.9125
"DIS","TIS","351805","Wilko Super Soft Tissues Cube 56 Sheets 3 Ply","Wilko","60s",NA,0.9125
"DIS","TIS","1593850","Wilko Functional Tissues 70 Sheets 2 Ply","Wilko Functional","Mansize","1",1
"DIS","TOI","332550","Wilko Embossed Toilet Roll 9pk","Wilko","9 Pack","1",1
"DIS","TOI","332564","Wilko Embossed Toilet Roll 4pk","Wilko","104mmx110mm","4pk",1
"DIS","TOI","351809","Wilko Embossed Toilet Tissue 18pk","Wilko","190 sheets per roll","18",1
"DIS","TOI","435079","Wilko Embossed Toilet Tissue 32pk","Wilko","190 sheets per roll","32",1
"DIS","TOI","351810","Wilko Functional Toilet Tissues White 6 Rolls190 Sheets 2 Ply","Wilko Functional",NA,"6",0.9125
"DIS","TOW","335831","Wilko Kitchen Towels White 2 Rolls","Wilko","2 Pack","2pk",1
"DIS","TOW","335834","Wilko Super Strong Kitchen Towels 2 Rolls120 Sheets 2 Ply","Wilko","60 sheets per roll","2pk",1
"DIS","TOW","351813","Wilko Kitchen Towel White 6 Rolls 50 Sheets 2 Ply","Wilko","50 sheets per roll","6",1
"DIS","TOW","422452","Wilko Ultra Household Towel Extra LargeSingle Roll 3 Ply","Wilko",NA,"1",0.9125
"DIS","TOW","435080","Wilko Ultra Household Towel2 Rolls 3 Ply","Wilko",NA,"2",0.9125
"DIS","TOW","351827","Wilko Functional Kitchen Towel White 4 Rolls200 Sheets 2 Ply","Wilko Functional","50 sheets per roll","4",1
