"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"XMD","WRA","456631","Wilko Rustic Glow Christmas Gift Bag Floral WreathMedium","Wilko","21.5 x 25.5 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456632","Wilko Rustic Glow Christmas Gift Bag Craft Small","Wilko","13 x 15 x 9cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456633","Wilko Rustic Glow Christmas Gift Bag Gold FoilSmall","Wilko","13 x 15 x 9cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456634","Wilko Rustic Glow Christmas Bottle Bag","Wilko","12.7 x 35.5 x 9cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456635","Wilko Nordic Country Christmas Gift Bag ExtraLarge","Wilko","50 x 33 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456636","Wilko Nordic Country Christmas Gift Bag Large","Wilko","26.5 x 33 x 14cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456637","Wilko Nordic Country Christmas Gift Bag Car WithTree Medium","Wilko","21.5 x 25.5 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456638","Wilko Nordic Country Christmas Gift Bag SausageDog Medium","Wilko","21.5 x 25.5 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456640","Wilko Nordic Country Christmas Gift Bag Small","Wilko","13 x 15 x 9cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456641","Wilko Nordic Country Christmas Bottle Bag","Wilko","12.7 x 35.5 x 9cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456642","Wilko Starry Night Christmas Gift Bag Extra Large","Wilko","50 x 33 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456643","Wilko Starry Night Christmas Gift Bag Large","Wilko","26.5 x 33 x 14cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456644","Wilko Starry Night Christmas Gift Bag Gold TextMedium","Wilko","21.5 x 25.5 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456645","Wilko Starry Night Christmas Gift Bag Gold StarsMedium","Wilko","21.5 x 25.5 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456646","Wilko Starry Night Christmas Gift Bag Small","Wilko","13 x 15 x 9cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456647","Wilko Starry Night Christmas Bottle Bag","Wilko","12.7 x 35.5 x 9cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456648","Wilko Kids Christmas Gift Bag Medium","Wilko","21.5 x 25.5 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456650","Wilko Frosted Flat Christmas Wrap 10 Sheets","Wilko","70 x 50cm","Multi","10","80gsm Paper","No",0.65
"XMD","WRA","456651","Wilko Starry Night Flat Christmas Wrap 10 Sheets","Wilko","70 x 50cm","Multi","10","80gsm Paper","No",0.65
"XMD","WRA","456652","Wilko Rustic Glow Flat Christmas Wrap 10 Sheets","Wilko","70 x 50cm","Multi","10","80gsm Paper","No",0.65
"XMD","WRA","456653","Wilko Nordic Country Flat Christmas Wrap 10 Sheets","Wilko","70 x 50cm",NA,"10","80gsm Paper","No",0.65
"XMD","WRA","456654","Wilko Kids Flat Christmas Wrap 10 Sheets","Wilko","70 x 50cm","Multi","10","80gsm Paper","No",0.65
"XMD","WRA","456655","Wilko Frosted Christmas Gift Tags Feather 8pk","Wilko","5 x 12cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456656","Wilko Frosted Christmas Gift Tags Bauble 8pk","Wilko","7.5 x 8.5cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456657","Wilko Frosted Christmas Gift Tags Stag 8pk","Wilko","5.7 x 12.5cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456658","Wilko Frosted Christmas Gift Tags Confetti 8pk","Wilko","5 x 10cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456659","Wilko Starry Night Christmas Gift Tags GeometricStag 8pk","Wilko","7.3 x 9cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456660","Wilko Starry Night Christmas Gift Tags Gold Tree8pk","Wilko","5 x 10cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456661","Wilko Starry Night Christmas Gift Tags Luggage 8pk","Wilko","5 x 10cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456662","Wilko Starry Night Christmas Gift Tags Soft GoldStar 8pk","Wilko","8.5 x 10cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456663","Wilko Rustic Glow Christmas Gift Tags Stag 8pk","Wilko","7.5 x 10cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456664","Wilko Rustic Glow Christmas Gift Tags Mistletoe8pk","Wilko","8 x 9cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456665","Wilko Rustic Glow Christmas Gift Tags Luggage 8pk","Wilko","4.7 x 10cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456666","Wilko Rustic Glow Christmas Gift Tags Pine Cone8pk","Wilko","7.5 x 9cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456667","Wilko Nordic Country Christmas Gift Tags Pudding8pk","Wilko","5.4 x 7.5cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456668","Wilko Nordic Country Christmas Gift Tags Car WithTree 8pk","Wilko","8 x 6cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456669","Wilko Nordic Country Christmas Gift Tags NoPeeking 8pk","Wilko","5 x 10cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456670","Wilko Nordic Country Christmas Gift Tags Robin 8pk","Wilko","9 x 7cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456671","Wilko Kids Christmas Gift Tags Santa 8pk","Wilko","5.5 x 10.5cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456672","Wilko Kids Christmas Gift Tags Elf 8pk","Wilko","5.5 x 10.5cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456673","Wilko Kids Christmas Gift Tags Present 8pk","Wilko","7 x 7cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456674","Wilko Kids Christmas Gift Tags Penguin 8pk","Wilko","6 x 8.5cm","Multi","8","235gsm Paper","No",0.65
"XMD","WRA","456675","Wilko Frosted Christmas Tissue Paper 6 Sheets","Wilko","14.5 x 25.5cm","Multi","6","17gsm Paper","No",0.65
"XMD","WRA","456676","Wilko Starry Night Christmas Tissue Paper 6 Sheets","Wilko","14.5 x 25.5cm","Multi","6","17gsm Paper","No",0.65
"XMD","WRA","456677","Wilko Rustic Glow Christmas Tissue Paper 6 Sheets","Wilko","14.5 x 25.5cm","Multi","6","17gsm Paper","No",0.65
"XMD","WRA","456678","Wilko Nordic Country Christmas Tissue Paper 6Sheets","Wilko","14.5 x 25.5cm","Multi","6","17gsm Paper","No",0.65
"XMD","WRA","457321","Wilko Nordic Country Funny Quote Christmas Tags12pk","Wilko","4 x 7cm","Multi","12","235gsm Paper","No",0.65
