"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"XMD","CAR","439220","Wilko Christmas Cards 40pk","Wilko","Assorted","Multi","40","Card","No",0.65
"XMD","WRA","400459","Wilko Rustic Glow Bow Bag 25pk","Wilko","Assorted",NA,"25","Polypropylene","No",0.65
"XMD","WRA","400464","Wilko Nordic Country Christmas Bows 25pk","Wilko","Assorted",NA,"25","Polypropylene","No",0.65
"XMD","WRA","419946","Wilko Frosted Bow Bag 25pk","Wilko","Assorted",NA,"25","Polypropylene","No",0.65
"XMD","WRA","439851","Wilko Starry Night Bow Bag Assorted 25pk","Wilko","Assorted","Gold","25","Polypropylene","No",0.65
"XMD","WRA","440298","Wilko Jumbo Kids Christmas Gift Bag","Wilko","47 x 70 x 16cm","Multi","1","250gsm Paper","No",0.65
"XMD","WRA","456622","Wilko Frosted Christmas Gift Bag Extra Large","Wilko","50 x 33 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456623","Wilko Frosted Christmas Gift Bag Large","Wilko","26.5 x 33 x 14cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456624","Wilko Frosted Christmas Gift Bag Silver FeatherMedium","Wilko","21.5 x 25.5 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456625","Wilko Frosted Christmas Gift Bag Feather Medium","Wilko","21.5 x 25.5 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456626","Wilko Frosted Christmas Gift Bag Small","Wilko","13 x 15 x 9cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456627","Wilko Frosted Christmas Bottle Bag","Wilko","12.7 x 35.5 x 9cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456628","Wilko Rustic Glow Christmas Gift Bag Extra Large","Wilko","50 x 33 x 10cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456629","Wilko Rustic Glow Christmas Gift Bag Large","Wilko","26.5 x 33 x 14cm","Multi","1","170gsm Paper","No",0.65
"XMD","WRA","456630","Wilko Rustic Glow Christmas Gift Bag Craft StagMedium","Wilko","21.5 x 25.5 x 10cm","Multi","1","170gsm Paper","No",0.65
