"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"TOI","ACB","325531","Bathtime Buddies Soap Crayons","Bathtime Buddies",NA,NA,"1",0.825
"TOI","ACB","430347","Bathtime Buddies Alphabet Set","Bathtime Buddies",NA,NA,NA,0.79
"TOI","ACB","325536","Disney Princess Bath and Shower Bubbles 400ml","Disney",NA,NA,"1",0.9125
"TOI","ACB","441744","Disney Frozen Detangling Hair Spritz 100ml","Disney",NA,NA,NA,0.79
"TOI","ACB","441745","Disney Frozen Elsa Hair Brush","Disney",NA,NA,NA,0.79
"TOI","ACB","441747","Disney Pixar Finding Dory Bath and Shower Bubbles400ml","Disney",NA,NA,NA,0.825
"TOI","ACB","452979","Disney Frozen Bath and Shower Bubbles","Disney Frozen",NA,NA,"1",0.9125
"TOI","ACB","452293","Marvel Spider-Man Bath and Shower Bubbles400ml","Marvel","Expanded Facecloth 28cm x 28cm",NA,"1",0.95
"TOI","ACB","430351","Shopkins Bath and Shower Bubbles 400ml","Shopkins",NA,NA,"1",0.9125
"TOI","ACB","430352","Shopkins Magic Facecloth","Shopkins",NA,NA,"1",0.9125
"TOI","BAC","288854","Bathtime Buddies 2 Little Ducks","Bathtime Buddies",NA,"Multi",NA,0.825
