"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"DIS","TAB","190074","Wilko Doilies Assorted Sizes White 20 Pack","Wilko","Assorted","White","1",1
"DIS","TAB","203993","Wilko Drinking Straws Neon 200pk","Wilko",NA,"Multi","200pk",0.93
"DIS","TAB","333427","Wilko Disposable Teaspoons Clear 30pk","Wilko",NA,"Clear","30pk",0.93
"DIS","TAB","333428","Wilko  Disposable Knives Clear 30pk","Wilko",NA,"Clear","30pk",0.93
"DIS","TAB","333429","Wilko Disposable Champagne Flutes Clear 10pk","Wilko","10 Pack","Clear","1",1
"DIS","TAB","333430","Wilko Disposable Forks Clear 30pk","Wilko",NA,"Clear","30pk",0.93
"DIS","TAB","333431","Wilko Disposable Dessert Spoons Clear 30pk","Wilko",NA,"Clear","30pk",0.93
"DIS","TAB","333432","Wilko Party Cutlery Set Clear  Knives Forks andSpoons 10 Sets","Wilko",NA,"Clear","30pk",0.93
"DIS","TAB","333446","Wilko Disposable Wine Glasses Clear 10pk","Wilko",NA,"Clear","10pk",0.93
"DIS","TAB","797540","Wilko Wooden Cocktail Sticks 100pk","Wilko","100 Pack","Brown","1",0.9
"DIS","TAB","203985","Wilko Functional Paper Tablecovers White 90 x90cm 4pk","Wilko Functional","90cmx90cm",NA,"4pk",0.93
"KIT","BAP","285150","Wilko Cake Board 25cm/10in","Wilko","10in","Silver","1",0.9
"KIT","BAP","305020","Wilko Cake Board 30cm/12in","Wilko","12in","Silver","1",0.9
