"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"HOU","IRN","182125","JML Ironing Board Cover Fast Fit","JML","139x49cm","Multi",NA,0.93
"HOU","JML","265268","JML Doktor Multi Purpose Cleaner","JML",NA,"White","1",0.93
"HOU","JML","278007","JML Doktor Power Magic Eraser","JML","30.8x11.7x3.8cm","White","1",1
"HOU","JML","347333","JML Fast Fit Sticky Rollers 2pk","JML",NA,"Multi","1",0.93
"HOU","JML","351283","JML Felt Ceracraft Pan Protectors 2pk","JML","2 Pack","Black","2pk",1
"HOU","JML","402301","JML Mantis Scratch Remover","JML",NA,"Green","1",0.93
"HOU","JML","405447","JML Finishing Touch Elite Personal Hair Remover","JML",NA,NA,"1",0.86
"HOU","JML","406670","JML Mineral Magic","JML",NA,"Multi","1",0.93
"HOU","JML","412526","JML Dryer Balls 2pk","JML",NA,NA,"2 pk",0.86
"HOU","JML","413205","JML Multi Purpose Radiator Duster","JML",NA,NA,"1",0.86
"HOU","JML","413876","JML Purrfect Arch Cat Groomer and Massaging Toy","JML",NA,NA,"1",0.86
"HOU","JML","419917","JML Hover Ball Floating Ball","JML",NA,NA,"1",0.86
"HOU","JML","419919","JML Phoenix Gold Iron 2200W","JML",NA,NA,"1",0.86
"HOU","JML","422379","JML Sensor Bright Motion Activated LED Light","JML",NA,NA,"1",0.86
"HOU","JML","429306","JML Dish Drying Mat Assorted Colours","JML",NA,NA,"1",0.86
"HOU","JML","433558","JML Veggetti 2.0","JML",NA,NA,"1",0.86
"HOU","JML","437228","JML Ped Egg Power Pink","JML",NA,NA,"1",0.86
"HOU","JML","438820","JML Wonderbroom","JML",NA,NA,"1",0.86
"HOU","JML","440625","JML Mineral Magic Dark Shade","JML",NA,NA,NA,0.79
"HOU","JML","443306","JML Simply Straight","JML",NA,NA,"1",0.86
"HOU","JML","446877","JML Max Lash 2 Piece Kit","JML",NA,"Black","2",0.93
"HOU","JML","453440","JML Clever Cutter","JML",NA,NA,"1",0.86
"HOU","JML","453441","JML Roto Clipper","JML",NA,NA,"1",0.86
"HOU","JML","453442","JML Regis Copper Stone Pan 20cm","JML",NA,NA,"1",0.86
"HOU","JML","453443","JML Regis Copper Stone Pan 24cm","JML",NA,NA,"1",0.81
"HOU","JML","453444","JML Regis Copper Stone Pan 28cm","JML",NA,NA,"1",0.86
"HOU","JML","454871","JML True Touch Pet Grooming Glove","JML",NA,NA,"1",0.81
"HOU","JML","454872","JML Simply Straight Gold Delux Hair Straightener","JML",NA,NA,"1",0.86
"HOU","WAR","264999","JML Bobble Off","JML",NA,"Multi","1",0.93
