"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","DQ Score"
"HOM","CUS","217482","Wilko Polystyrene Bean Bag Top Up 43cm","Wilko","43cm","White",NA,"100% Polystyrene",NA,NA,0.9
"HOM","CUS","341168","Wilko Cushion Chenille Teal 43 x 43cm","Wilko","43x43cm","Green",NA,NA,"No",NA,0.941666666666667
"HOM","CUS","341169","Wilko Cushion Chenille Red 43 x 43cm","Wilko","43x43cm","Red",NA,NA,"No",NA,0.941666666666667
"HOM","CUS","341171","Wilko Cushion Chenille Green 43 x 43cm","Wilko","43x43cm","Green",NA,NA,"No",NA,0.941666666666667
"HOM","CUS","414851","Wilko Chenille Cushion Natural 43 x 43cm","Wilko","43x43cm",NA,NA,NA,"No",NA,0.883333333333333
"HOM","CUS","414852","Wilko Chenille Cushion Duck Egg 43 x 43cm","Wilko",NA,NA,NA,NA,"No",NA,0.825
"HOM","CUS","414853","Wilko Chenille Cushion Grey 43 x 43cm","Wilko","43x43cm",NA,NA,NA,"No",NA,0.883333333333333
"HOM","CUS","414854","Wilko Chenille Cushion Black 43 x 43cm","Wilko","43x43cm",NA,"1",NA,NA,NA,0.85
"HOM","CUS","414856","Wilko Chenille Cushion Plum 43 x 43cm","Wilko","43x43cm",NA,NA,NA,"No",NA,0.883333333333333
"HOM","CUS","416736","Wilko Chenille Cushion Charcoal 43 x 43cm","Wilko","43x43cm",NA,NA,NA,"No",NA,0.883333333333333
"HOM","CUS","68435","Wilko Functional  Cushion Inner Standard","Wilko Functional","41x41cm","White",NA,"100% Polypropylene Cover, 100% Polyester Filling",NA,"Wipe Clean Only",0.95
"HOM","CUS","68436","Wilko Functional Cushion Inner 46 x 46cm","Wilko Functional","46x46cm","White",NA,"100% Polypropylene Cover, 100% Polyester Filling",NA,"Wipe Clean Only",0.95
