"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"HOU","AIR","1289640","Wilko Extendable Clothes Prop","Wilko","140-240cm","Multi","1",1
"HOU","AIR","285491","Wilko Zipped Rotary Airer Cover Green 176 x 30cm","Wilko","176cm x 30cm","Multi","1",1
"HOU","AIR","285513","Wilko Replacement Airer Line 60m","Wilko","60m","Green","1",1
"HOU","AIR","300176","Wilko Over Door Hanger 3in1","Wilko",NA,"Purple","1",0.93
"HOU","AIR","300177","Wilko Extendable Clothes Airer 3 Tier 7.5m","Wilko","14m","Silver",NA,0.93
"HOU","AIR","328257","Wilko Ground Screw with Inserts Grey","Wilko","Small, Medium, Large","Multi",NA,0.93
"HOU","AIR","328545","Wilko Indoor Balcony Clothes Airer 12m","Wilko","12m","Silver","1",1
"HOU","AIR","400003","Ironing Tidy 6 Arms with 4 Folding Legs","Wilko","79x16x16","Multi","4",0.95
"HOU","AIR","432698","Wilko Rotary Airer 40m","Wilko","40m",NA,"1",0.93
"HOU","AIR","432699","Wilko Rotary Airer 50m","Wilko","50m",NA,"1",0.93
"HOU","AIR","432700","Wilko Rotary Airer 60m","Wilko","60m",NA,"1",1
"HOU","AIR","1285040","Wilko Rotary Airer 3 Arm 30m","Wilko Functional","30m","Multi","1",0.95
"HOU","PEG","226662","Wilko Retractable Clothes Line 12m","Wilko","12m","White","1",1
"HOU","PEG","267261","Wilko Shower Resistant Peg Bag 38 x 28cm","Wilko","38cmx28cm","Multi","1pcs",1
"HOU","PEG","300155","Wilko Steel Clothes Line 20m","Wilko","20m","Silver","1",1
"HOU","PEG","300156","Wilko Retractable Clothes Line Heavy Duty 15m","Wilko","15m","Green","1",1
