"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"KIT","OTT","228763","Wilko Square Roaster Dish White 24cm","Wilko","24cm","White","1",1
"KIT","OTT","228764","Wilko Oval Dish White 23 x 14cm","Wilko","23x14cm","White",NA,0.93
"KIT","OTT","228794","Wilko Ramekins White 4pk","Wilko","Small","White","4pk",1
"KIT","OTT","328665","Wilko Roaster White Small","Wilko","Small","White","1",1
"KIT","OTT","328666","Wilko Roaster White Large","Wilko","Large","White","1",1
"KIT","OTT","414763","Wilko Utility Oval Individual Pie Dish 18cm","Wilko",NA,NA,NA,0.79
"KIT","OTT","414764","Wilko Utility Rectangular Roaster 22cm","Wilko",NA,NA,NA,0.79
"KIT","OTT","414765","Wilko Utility Rectangular Roaster 25cm","Wilko",NA,NA,NA,0.79
"KIT","OTT","416855","Wilko Utility Roaster Large 2.8L","Wilko",NA,NA,NA,0.79
"KIT","OTT","416856","Wilko Utility Round Pie Dish 24cm","Wilko","24cm",NA,NA,0.86
"KIT","OTT","416858","Wilko Utility Casserole Dish 2.4L","Wilko",NA,NA,"1",0.86
