"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","MED","427608","Bassetts 3-6 Years Multi-Vitamins Strawberry 30pk","Bassetts","1",0.9125
"TOI","MED","427609","Bassetts 7-11 Years Multi-Vitamins Raspberry 30pk","Bassetts","1",0.9125
"TOI","MED","427611","Bassetts Adult Multi-Vitamins Raspberry andPomegranate 30pk","Bassetts","1",0.9125
"TOI","MED","427612","Bassetts 3-6 Years Multi-Vitamins Blackcurrantand Apple 30pk","Bassetts","1",0.9125
"TOI","MED","406789","Potters Chesty Cough Pastilles 20pk","Potters","20",0.9125
"TOI","MED","32757","Throaties Strong Original 10pk","Throaties","10pk",0.9125
"TOI","MED","32668","Victory V Lozenges 36g","Victory","15pk",0.9125
"TOI","MED","348280","Wilko Throat Lozenges 24pk","Wilko","24pk",0.9125
