"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"DIY","MOT","225140","Wilko Water Blade Car Dryer","Wilko","9.5x30cm",NA,NA,NA,0.86
"DIY","MOT","258092","Wilko Short Handle Car Wash Brush","Wilko","One Size",NA,NA,NA,0.86
"DIY","MOT","344798","Wilko Microfibre Glass Cleaning Cloth","Wilko",NA,NA,"1",NA,0.86
"DIY","MOT","344799","Wilko Microfibre Car Wash Mitt 2 in 1","Wilko",NA,NA,"1",NA,0.86
"DIY","MOT","344800","Wilko Microfibre Cleaning Cloth Large","Wilko",NA,NA,"1",NA,0.86
"DIY","MOT","344801","Wilko Microfibre Cleaning Cloth 5pk","Wilko",NA,NA,"1",NA,0.86
"DIY","MOT","344825","Wilko Wheel Cleaning Brush","Wilko",NA,NA,"1",NA,0.86
"DIY","MOT","344827","Wilko Chenille Car Cleaning Sponge","Wilko",NA,NA,"1",NA,0.86
"DIY","MOT","344828","Wilko Cotton Applicator Pad 2pk","Wilko",NA,NA,"1",NA,0.86
"DIY","MOT","184108","Wilko Functional Microfibre Cleaning Cloth","Wilko Functional",NA,NA,"1",NA,0.86
"HOU","MOP","189819","Wilko Window Wiper Blue 23cm","Wilko","23cm",NA,NA,NA,0.9125
"HOU","MOP","267250","Wilko Soft Grip Scrubbing Brush","Wilko","Small","Multi","1",NA,0.941666666666667
"HOU","SCO","1173440","Wilko Bottle Brush","Wilko",NA,"Multi",NA,NA,0.86
"HOU","SCO","300122","Wilko Blind Cleaner and Refills Black and Grey","Wilko",NA,"Purple",NA,"Polyester, Polyamide",0.883333333333333
"HOU","SCO","300123","Wilko Microfibre Duster with Handle","Wilko",NA,"Multi","1","Polyester",0.941666666666667
"HOU","SCO","300124","Wilko Telescopic Duster White","Wilko",NA,"White","1","Polyester",0.941666666666667
"HOU","SCO","300125","Wilko Telescopic Duster Refill White 4pk","Wilko",NA,"White","4pk","Polyester",0.941666666666667
"HOU","WAR","190023","Wilko Lint Roller 10m","Wilko","10m",NA,"1",NA,1
"HOU","WAR","190024","Wilko Lint Roller Refill 10m","Wilko","10m",NA,"1",NA,1
