"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","Assembly","DQ Score"
"FOO","SXM","442640","Vimto Mini Bonbons Tube 100g","Vimto","100g","1","No",0.65
"FOO","SXM","442642","Vimto Jelly Beans on Tap 150g","Vimto","150g","1","No",0.65
