"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"CLE","DIS","274245","Wilko Dishwasher Cleaner 250ml","Wilko","250ml",NA,0.9125
"CLE","DIS","333362","Wilko Dishwasher Tablets 3in1 30pk","Wilko",NA,"30s",0.9125
"CLE","DIS","77545","Wilko Dishwasher Rinse Aid 500ml","Wilko","500ml","1",1
"CLE","LAU","349695","Wilko Fabric Conditioner Thai Orchid and SpicedJasmine 750ml","Wilko","750ml",NA,0.9125
"CLE","LAU","432770","Wilko Bio Liquid Tabs 18 Washes","Wilko","18 tabs","18",1
"CLE","LAU","432771","Wilko Non Bio Liquid Tabs 18 Washes","Wilko","18 tabs","18",1
"CLE","LAU","432773","Wilko Bio Liquid Detergent Eucalyptus Leaf andWhite Rose 1L","Wilko","1L","1",1
"CLE","LAU","432774","Wilko Non Bio Liquid Detergent White Lily andFresh Apple 1L","Wilko","1L","1",1
"CLE","LAU","432775","Wilko Fragrance Boost Exotic Ylang andFressia 480g","Wilko","400g","1",1
"CLE","LAU","433454","Wilko Fabric Conditioner Exotic Ylang andFressia 22 Washes 750ml","Wilko","750ml","1",1
"CLE","LAU","433455","Wilko Fabric Conditioner Blue Fressia andMagnolia Champaca 750ml","Wilko","750ml","1",1
"CLE","LAU","433563","Wilko Ironing Water Exotic Ylang andFressia 1L","Wilko","1L","1",1
"CLE","LAU","454106","Wilko Fragrance Boost Rose & Cherry 480g","Wilko","480g","1",1
"CLE","LAU","454107","Wilko Ironing Water Rose & Cherry 1L","Wilko","1L","1",1
"CLE","LAU","454108","Wilko Antibacterial Laundry Cleanser White CottonFleur 1L","Wilko","1L","1",1
"CLE","LAU","454109","Wilko Bio Gel Detergent Eucalyptus Leaf and WhiteRose 770ml","Wilko","770ml","1",1
"CLE","LAU","454110","Wilko Non Bio Gel Detergent White Lily and FreshApple 770ml","Wilko","770ml","1",1
"CLE","LAU","454144","Wilko Concentrated Fabric Conditioner MidnightIris and Amethyst 945ml","Wilko","954ml","1",1
"CLE","LAU","454145","Wilko Premium Fabric Conditioner Rose & Cherry954ml","Wilko","954ml","1",1
"CLE","LAU","454146","Wilko Skin Kind Fabric Conditioner Silk Pashmina750ml","Wilko","750ml","1",1
"CLE","LAU","454271","Wilko Fabric Conditioner Blue Skies 1.5L","Wilko","1.5L","1",1
"CLE","LAU","454272","Wilko Fabric Conditioner Sunny Day 1.5L","Wilko","1.5L","1",1
