"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","ACB","441277","Marvel Avengers Superhero Body Wash 400ml","Disney","1",0.8625
"TOI","ACB","441278","Marvel Avengers Superhero 2in1 Shampoo andConditioner 400ml","Disney","1",0.81
"TOI","ACB","441275","Despicable Me Minion Made Bubble Bath 400ml","Minions","1",0.8625
"TOI","ACB","441276","Despicable Me Giggling Minion Hand Wash 250ml","Minions","1",0.8625
