"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"HOM","FUR","ck00029","Penrose Long Enter tainment Unit Oak","Kingston Furniture",NA,"Wood",NA,"MDF, Chipboard","No",0.891666666666667
"HOM","FUR","ck00030","Penrose Storage Coffee Table Oak","Kingston Furniture",NA,"Wood",NA,"MDF, Chipboard","No",0.891666666666667
"HOM","FUR","ck00039","Clovelly 4 Door Centre Mirror Wardrobe","Kingston Furniture","4 Door","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00040","Clovelly 3 Door Centre Mirror Wardrobe Dark Wood","Kingston Furniture","3 Door","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00041","Clovelly 2 Door Wardrobe Rustic Oak","Kingston Furniture","2 Door","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00042","Clovelly 2 Door 1 Drawer Wardrobe Dark Wood","Kingston Furniture","2 Door, 1 Drawer","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00043","Clovelly 5 Drawer Large Chest Rustic Oak","Kingston Furniture","5 Drawer","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00044","Clovelly 6 Drawer Chest Rustic Oak","Kingston Furniture","6 Drawer","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00045","Clovelly 3 Drawer Large Chest Rustic Oak","Kingston Furniture","3 Drawer","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00046","Clovelly 3 Drawer Narrow Chest","Kingston Furniture","3 Drawer","Wood",NA,NA,"No",0.891666666666667
"HOM","FUR","ck00047","Clovelly 4 Door Centre Mirror Wardrobe","Kingston Furniture","4 Door","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00048","Clovelly 3 Door Centre Mirror Wardrobe","Kingston Furniture","3 Door","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00049","Clovelly 2 Door Wardrobe","Kingston Furniture","2 Door","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00050","Clovelly 2 Door 1 Drawer Wardrobe","Kingston Furniture","2 Door, 1 Drawer","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00051","Clovelly 5 Drawer Chest","Kingston Furniture","5 Drawer","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00052","Clovelly 6 Drawer Chest","Kingston Furniture","6 Drawer","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00053","Clovelly 3 Drawer Large Chest","Kingston Furniture","3 Drawer","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","ck00054","Clovelly 3 Drawer Narrow Chest","Kingston Furniture","3 Drawer","Wood",NA,"MDF, Chipboard","No",0.95
"HOM","FUR","428486","Clovelly 4 Door Centre Mirror Robe Grey","Wilko","193.2H x 169.7L x 55.8W",NA,NA,"MDF and Chipboard","Yes",0.891666666666667
"HOM","FUR","428487","Clovelly 3 Door Centre Mirror Robe Grey","Wilko","193.2H x 129.7L x 55.8W",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","428488","Clovelly 2 Door Robe Grey","Wilko","193.2H x 89.7L x 55.8W",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","428489","Clovelly 2 Door 1 Drawer Robe Grey","Wilko","193.2H x 89.7L x 55.8W",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","428490","Clovelly 5 Drawer Chest Grey","Wilko","115.2H x 88L x 45W",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","428491","Clovelly 6 Drawer Chest Grey","Wilko","74.4H x 128L x 45W",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","428492","Clovelly 3 Drawer Large Chest Grey","Wilko","74.4H x 88L x 45W",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","428493","Clovelly 3 Drawer Narrow Chest Grey","Wilko","74.4H x 48L x 45W",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","428494","Clovelly Large Bookcase Grey","Wilko","186.7H x 87.5L x 42.8W",NA,"1","MDF and Chipboard","No",0.8625
"HOM","FUR","428495","Clovelly Large Sideboard Grey","Wilko","76.9H x 127.5L x 42.8W",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","428496","Clovelly Compact Sideboard Grey","Wilko","76.9H x 87.5L x 42.8W",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","428497","Clovelly Long Entertainment Unit Grey","Wilko","53H x 127.5L x 42.8W",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","428498","Clovelly Coffee Table Grey","Wilko","53H x 87.5L x 40W",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","430045","Siren 4 Door Mirror Robe White","Wilko","167L x 55.1W x 195.2H",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","430046","Siren 3 Door Mirror Robe 2 Drawers White","Wilko","127L x 55.1W x 195.2H",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","430047","Siren 2 Door Robe White","Wilko","87L x 55.1W x 195.2H",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","430049","Siren 6 Drawer Chest White","Wilko","123L x 44.8W x 73.7H",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","430050","Siren 3 Drawer Narrow Chest White","Wilko","43L x 44.8W x 73.7H",NA,NA,"MDF and Chipboard","No",0.891666666666667
"HOM","FUR","430051","Siren Dressing Table and Stool White","Wilko","94.9L x 44.8W x 73.7H",NA,NA,"MDF and Chipboard","No",0.891666666666667
