"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","WIL","121962","Wilko Wild Bird Fat Balls 4pk","Wilko","90g","4",1
"PET","WIL","228593","Wilko Wild Bird Fat Balls 10pk","Wilko","10x90g","10",1
"PET","WIL","259596","Wilko Wild Bird Fat Balls Tub 50 x 90g","Wilko","50pk","50 x 90g",1
"PET","WIL","442024","Wilko Ultimate Fat Ball 10pk","Wilko",NA,"10",0.9125
