"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"PET","CAT","121918","Wilko Cat Placemat Assorted Designs","Wilko",NA,NA,"1",NA,NA,0.86
"PET","CAT","189489","Wilko Cat Collar Assorted 30cm","Wilko","One Size",NA,"1",NA,NA,0.883333333333333
"PET","CAT","258","Wilko Reflective Cat Collar 30cm","Wilko","One Size",NA,NA,NA,NA,0.825
"PET","CAT","432733","Wilko Kitten Collar Snag Free Assorted Colours","Wilko","Small",NA,"1",NA,NA,0.93
"PET","GEN","121919","Dog Placemat","Wilko",NA,NA,"1",NA,NA,0.75
"PET","GEN","255747","Wilko Rope Lead Assorted 130cm","Wilko","130cm",NA,"1",NA,NA,0.93
"PET","GEN","259","Wilko Puppy and Small Dog Collar and Lead","Wilko","Small",NA,"2pk",NA,NA,0.93
"PET","GEN","350264","Dog Collar Nylon Small","Wilko","Small",NA,"1",NA,NA,0.88
"PET","GEN","350266","Dog Collar Nylon Large","Wilko","Large",NA,"1",NA,NA,0.88
"PET","GEN","350338","Wilko Dog Collar Soft Small","Wilko","Small",NA,"1",NA,NA,0.93
"PET","GEN","350339","Wilko Dog Collar Soft Medium","Wilko","Medium",NA,"1",NA,NA,0.93
"PET","GEN","350340","Wilko Dog Collar Soft Large","Wilko","Large",NA,"1",NA,NA,0.93
"PET","GEN","350342","Wilko Dog Lead Soft Medium","Wilko","Medium",NA,NA,NA,NA,0.86
"PET","GEN","350623","Wilko Dog Collar Soft Small","Wilko","Small",NA,"1",NA,NA,0.93
"PET","GEN","350624","Wilko Dog Collar Soft Medium","Wilko","Medium",NA,NA,NA,NA,0.86
"PET","GEN","350625","Wilko Dog Collar Soft Large","Wilko","Large",NA,NA,NA,NA,0.86
"PET","GEN","350627","Wilko Dog Lead Soft Medium","Wilko","Medium",NA,"1",NA,NA,0.93
"PET","GEN","439373","Wilko Soft Protection Dog Harness Xtra Small","Wilko","X Small","Multi","1",NA,NA,1
"PET","GEN","439374","Wilko Soft Protection Dog Harness Small","Wilko","Small","Multi","1",NA,NA,1
"PET","GEN","439375","Wilko Soft Protection Dog Harness Medium","Wilko","Medium","Multi","1",NA,NA,1
"PET","GEN","80617","Wilko Dental Chew Toy Bone Nylon Assorted","Wilko","Large",NA,NA,"Nylon","No",0.65
