"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Power","Model Number","DQ Score"
"KIT","ELE","328557","Wilko Colourplay Microwave Purple 20L","Wilko","20L","Purple",NA,"Mains","20UX79-L",1
"KIT","ELE","328559","Wilko Colourplay Microwave Red 20L","Wilko","20L","Red",NA,"Mains","20UX79-L",1
"KIT","ELE","403946","Wilko Colourplay Microwave Black 20L","Wilko","20L","Black",NA,"800W","20UX79V-L8",1
"KIT","ELE","414305","Wilko Colourplay Microwave Cream 20L","Wilko","20L",NA,NA,"800W","20UX79LC",0.941666666666667
"KIT","ELE","414306","Wilko Microwave Silver 20L","Wilko","20L","Silver",NA,"800W","20UX79LS",1
"KIT","ELE","452988","Wilko Copper Effect Microwave 20L","Wilko","20L","Metal","1",NA,NA,1
