"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Capacity","Coverage","DQ Score"
"DEC","WOO","315028","Wilko Gloss Quick Dry Ultra Tough Varnish AntiquePine250ml","Wilko","250ml","Brown","1",NA,NA,"3m²",1
"DEC","WOO","315030","Wilko Gloss Quick Dry Ultra Tough Varnish Dark Oak250ml","Wilko","250ml",NA,NA,NA,NA,"3m²",0.883333333333333
"DEC","WOO","315031","Wilko Gloss Quick Dry Ultra Tough Varnish Mahogany250ml","Wilko","250ml","Red","1",NA,NA,"3m²",1
"DEC","WOO","315032","Wilko Gloss Quick Dry Ultra Tough Varnish Medium Oak 250ml","Wilko","250ml",NA,NA,NA,NA,"3m²",0.883333333333333
"DEC","WOO","315035","Wilko Satin Quick Dry Ultra Tough Varnish Beech 250ml","Wilko","250ml",NA,"1",NA,NA,"3m²",0.941666666666667
"DEC","WOO","315049","Wilko Satin Quick Dry Ultra Tough Varnish Dark Oak250ml","Wilko","250ml",NA,NA,NA,NA,"3m²",0.883333333333333
"DEC","WOO","315053","Wilko Satin Quick Dry Ultra Tough Varnish AntiquePine 750ml","Wilko","750ml",NA,NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315054","Wilko Satin Quick Dry Ultra Tough Varnish Beech 750ml","Wilko","750ml",NA,NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315055","Wilko Satin Quick Dry Ultra Tough Varnish Dark Oak750ml","Wilko","750ml",NA,NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315056","Wilko Satin Quick Dry Ultra Tough Varnish Mahogany750ml","Wilko","750ml",NA,NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315057","Wilko Satin Quick Dry Ultra Tough Varnish Medium Oak 750ml","Wilko","750ml",NA,NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315059","Wilko Satin Yacht Varnish Exterior Clear 250ml","Wilko","250ml",NA,NA,NA,NA,"4m²",0.883333333333333
"DEC","WOO","315093","Wilko Gloss 5 Year Woodstain Antique Pine 750ml","Wilko","750ml",NA,NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315094","Wilko Gloss 5 Year Woodstain Medium Oak 750ml","Wilko","750ml",NA,NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315096","Wilko Gloss 5 Year Woodstain Mahogany 750ml","Wilko","750ml",NA,NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315097","Wilko Gloss 5 Year Woodstain Rustic Oak 750ml","Wilko","750ml",NA,NA,NA,NA,"9m²",0.883333333333333
"DEC","WOO","315098","Wilko Gloss 5 Year Woodstain Natural Teak 750ml","Wilko","750ml",NA,NA,NA,NA,"9m²",0.883333333333333
"PAI","EMU","158919","Wilko Silk Emulsion PaintLilac 2.5L","Wilko","2.5L","Purple",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","158921","Wilko Silk Emulsion PaintPink Harmony 2.5L","Wilko","2.5L","Pink",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","158924","Wilko Silk Emulsion PaintTurquoise 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","158927","Wilko Silk Emulsion PaintCoastline 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","158954","Wilko Emulsion Paint Tester Pot Lilac 75ml","Wilko","75ml","Purple",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","158956","Wilko Emulsion Paint Tester Pot Pink Harmony 75ml","Wilko","75ml","Pink",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","158964","Wilko Emulsion Paint Tester Pot Turquoise 75ml","Wilko","75ml","Green",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","158973","Wilko Emulsion Paint Tester Pot Coastline 75ml","Wilko","75ml","Cream",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","158978","Wilko Matt Emulsion PaintLilac 2.5L","Wilko","2.5L","Purple",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","158984","Wilko Matt Emulsion PaintPink Harmony 2.5L","Wilko","2.5L","Pink",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","158988","Wilko Matt Emulsion PaintTurquoise 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","158992","Wilko Matt Emulsion PaintCoastline 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","175126","Wilko Matt Emulsion PaintSoft Cream 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","175130","Wilko Silk Emulsion PaintSoft Cream 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","175183","Wilko Emulsion Paint Tester Pot Soft Cream 75ml","Wilko","75ml","Cream",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","190743","Wilko Matt Emulsion PaintTinsel Town 2.5L","Wilko","2.5L","Red",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","190757","Wilko Matt Emulsion PaintWarm Days 2.5L","Wilko","2.5L","Orange","1",NA,NA,"30m²",1
"PAI","EMU","190776","Wilko Matt Emulsion PaintEarthy Hue 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","190783","Wilko Silk Emulsion PaintTinsel Town 2.5L","Wilko","2.5L","Red",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","190871","Wilko Emulsion Paint Tester Pot Tinsel Town 75ml","Wilko","75ml","Red","1",NA,NA,"30cm²",1
"PAI","EMU","190876","Wilko Emulsion Paint Tester Pot Warm Days 75ml","Wilko","75ml","Orange","1",NA,NA,"30cm²",1
"PAI","EMU","190881","Wilko Emulsion Paint Tester Pot Earthy Hue 75ml","Wilko","75ml","Brown","1",NA,NA,"30cm²",1
"PAI","EMU","192490","Wilko Emulsion Paint Tester Pot Sugar Sweet 75ml","Wilko","75ml","Pink","1",NA,NA,"30cm²",1
"PAI","EMU","192491","Wilko Emulsion Paint Tester Pot Midnight Hour 75ml","Wilko","75ml","Blue",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","192492","Wilko Emulsion Paint Tester Pot Surf 75ml","Wilko","75ml","Blue",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","192504","Wilko Emulsion Paint Tester Pot On Deck 75ml","Wilko","75ml","Brown",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","192505","Wilko Emulsion Paint Tester Pot Ahoy 75ml","Wilko","75ml","Cream",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","192509","Wilko Emulsion Paint Tester Pot Cloudless 75ml","Wilko","75ml","Blue","1",NA,NA,"30cm²",1
"PAI","EMU","196131","Wilko Emulsion Paint Tester Pot Mint Crisp 75ml","Wilko","75ml","Green","1",NA,NA,"30cm²",1
"PAI","EMU","196133","Wilko Emulsion Paint Tester Pot Happy Yellow 75ml","Wilko","75ml","Yellow","1",NA,NA,"30cm²",1
"PAI","EMU","196138","Wilko Emulsion Paint Tester Pot Powder Purple 75ml","Wilko","75ml","Purple","1",NA,NA,"30cm²",1
"PAI","EMU","196142","Wilko Matt Emulsion PaintMint Crisp 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","196147","Wilko Matt Emulsion PaintHappy Yellow 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","196148","Wilko Matt Emulsion PaintAhoy 2.5L","Wilko","2.5L","Cream","1",NA,NA,"30m²",1
"PAI","EMU","196153","Wilko Matt Emulsion PaintSugar Sweet 2.5L","Wilko","2.5L","Pink",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","196156","Wilko Matt Emulsion PaintPowder Purple 2.5L","Wilko","2.5L","Purple",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","196166","Wilko Matt Emulsion PaintOn Deck 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","196167","Wilko Matt Emulsion PaintCloudless 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","196199","Wilko Matt Emulsion PaintSurf 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","196238","Wilko Silk Emulsion PaintMint Crisp 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","196246","Wilko Silk Emulsion PaintHappy Yellow 2.5L","Wilko","2.5L","Yellow","1",NA,NA,"30m²",1
"PAI","EMU","196247","Wilko Silk Emulsion PaintAhoy 2.5L","Wilko","2.5L","Cream","1",NA,NA,"30m²",1
"PAI","EMU","196253","Wilko Silk Emulsion PaintWarm Days 2.5L","Wilko","2.5L","Orange","1",NA,NA,"30m²",1
"PAI","EMU","196257","Wilko Silk Emulsion PaintSugar Sweet 2.5L","Wilko","2.5L","Pink",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","196260","Wilko Silk Emulsion PaintPowder Purple 2.5L","Wilko","2.5L","Purple","1",NA,NA,"30m²",1
"PAI","EMU","196267","Wilko Silk Emulsion PaintCloudless 2.5L","Wilko","2.5L","Blue","1",NA,NA,"30m²",1
"PAI","EMU","196268","Wilko Silk Emulsion PaintSurf 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","196272","Wilko Silk Emulsion PaintOn Deck 2.5L","Wilko","2.5L","Brown","1",NA,NA,"30m²",1
"PAI","EMU","196276","Wilko Silk Emulsion PaintEarthy Hue 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","196702","Wilko One Coat Matt Emulsion PaintCoastline 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","196743","Wilko One Coat Matt Emulsion PaintMagnolia 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","220126","Wilko Silk Emulsion PaintOatmeal 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","220127","Wilko Silk Emulsion PaintChocolate Dream 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","220131","Wilko One Coat Matt Emulsion PaintOatmeal 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","220140","Wilko Emulsion Paint Tester Pot Oatmeal 75ml","Wilko","75ml","Brown",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","220141","Wilko Emulsion Paint Tester Pot Chocolate Dream75ml","Wilko","75ml","Brown",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","220143","Wilko Matt Emulsion PaintOatmeal 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","220144","Wilko Matt Emulsion PaintChoc Dream 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","225497","Wilko Durable Matt Emulsion PaintMagnolia 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","225499","Wilko Durable Matt Emulsion PaintCoastline 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","225508","Wilko Durable Matt Emulsion PaintEarthy Hue 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","225517","Wilko Emulsion Paint Tester Pot Moody Blue 75ml","Wilko","75ml","Blue","1",NA,NA,"30cm²",1
"PAI","EMU","225519","Wilko Emulsion Paint Tester Pot Moonlight White75ml","Wilko","75ml","White","1",NA,NA,"30cm²",1
"PAI","EMU","225524","Wilko One Coat Matt Emulsion PaintMoonlight White 2.5L","Wilko","2.5L","White",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","225526","Wilko Matt Emulsion PaintMoody Blue 2.5L","Wilko","2.5L","Blue","1",NA,NA,"30m²",1
"PAI","EMU","225527","Wilko Matt Emulsion PaintMoonlight White 2.5L","Wilko","2.5L","White",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","225529","Wilko Silk Emulsion PaintMoody Blue 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","225530","Wilko Silk Emulsion PaintMoonlight White 2.5L","Wilko","2.5L","White",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","23454","Wilko Silk Emulsion PaintPale Primrose 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","23466","Wilko Matt Emulsion PaintPale Primrose 2.5L","Wilko","2.5L","Yellow","1",NA,NA,"30m²",1
"PAI","EMU","237911","Wilko Emulsion Paint Tester Pot Lemon Sorbet 75ml","Wilko","75ml","Yellow",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","237912","Wilko Emulsion Paint Tester Pot Crushed Almond75ml","Wilko","75ml","Cream",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","237914","Wilko Emulsion Paint Tester Pot Biscuit Crunch75ml","Wilko","75ml","Brown","1",NA,NA,"30cm²",1
"PAI","EMU","237916","Wilko Emulsion Paint Tester Pot Milky Coffee 75ml","Wilko","75ml","Brown","1",NA,NA,"30cm²",1
"PAI","EMU","237917","Wilko Emulsion Paint Tester Pot Raspberry Meld75ml","Wilko","75ml","Red",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","238066","Wilko Durable Matt Emulsion PaintBiscuit Crunch 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238068","Wilko Durable Matt Emulsion PaintMilky Coffee 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238075","Wilko One Coat Matt Emulsion Paint Crushed Almond2.5L","Wilko","2.5L","Cream",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","238077","Wilko One Coat Matt Emulsion PaintBiscuit Crunch 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","238079","Wilko One Coat Matt Emulsion PaintMilky Coffee 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","238097","Wilko Bathroom Mid Sheen Emulsion PaintMoonlight White 2.5L","Wilko","2.5L","White",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238101","Wilko Bathroom Mid Sheen Emulsion PaintMagnolia 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238102","Wilko Bathroom Mid Sheen Emulsion PaintSoft Cream 2.5L","Wilko","2.5L","Cream","1",NA,NA,"30m²",1
"PAI","EMU","238103","Wilko Bathroom Mid Sheen Emulsion PaintCoastline 2.5L","Wilko","2.5L","Cream","1",NA,NA,"30m²",1
"PAI","EMU","238125","Wilko Kitchen Matt Emulsion PaintLime Sorbet 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238127","Wilko Kitchen Matt Emulsion PaintLemon Sorbet 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238130","Wilko Kitchen Matt Emulsion PaintMagnolia 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238135","Wilko Kitchen Matt Emulsion PaintOatmeal 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238147","Wilko Silk Emulsion PaintLemon Sorbet 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238148","Wilko Silk Emulsion PaintCrushed Almond 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238150","Wilko Silk Emulsion PaintBiscuit Crunch 2.5L","Wilko","2.5L","Brown","1",NA,NA,"30m²",1
"PAI","EMU","238152","Wilko Silk Emulsion PaintMilky Coffee 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238163","Wilko Matt Emulsion PaintCrushed Almond 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238165","Wilko Matt Emulsion PaintBiscuit Crunch 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238167","Wilko Matt Emulsion PaintMilky Coffee 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238169","Wilko Matt Emulsion PaintLemon Sorbet 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","238174","Wilko Colour Matt Emulsion Paint Magnolia 7.5ltr","Wilko","7.5L","Cream","1",NA,NA,"90m²",1
"PAI","EMU","238175","Wilko Silk Emulsion PaintMagnolia 7.5L","Wilko","7.5L","Cream",NA,NA,NA,"90m²",0.941666666666667
"PAI","EMU","238176","Wilko Matt Emulsion PaintMilky Coffee 5L","Wilko","5L","Brown",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","238177","Wilko Matt Emulsion PaintMoonlight White 5L","Wilko","5L","White",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","238178","Wilko Matt Emulsion PaintCrushed Almond 5L","Wilko","5L","Cream",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","238182","Wilko Matt Emulsion PaintBiscuit Crunch 5L","Wilko","5L","Brown",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","238185","Wilko Matt Emulsion PaintOatmeal 5L","Wilko","5L","Brown",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","238188","Wilko Silk Emulsion PaintMilky Coffee 5L","Wilko","5L","Brown",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","238189","Wilko Silk Emulsion PaintMoonlight White 5L","Wilko","5L","White","1",NA,NA,"60m²",1
"PAI","EMU","238190","Wilko Silk Emulsion PaintCrushed Almond 5L","Wilko","5L","Cream","1",NA,NA,"60m²",1
"PAI","EMU","238194","Wilko Silk Emulsion PaintBiscuit Crunch 5L","Wilko","5L","Brown",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","238197","Wilko Silk Emulsion PaintOatmeal 5L","Wilko","5L","Brown",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","2419343","Wilko Matt Emulsion PaintMagnolia 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","2419356","Wilko Matt Emulsion PaintPastel Green 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","2419359","Wilko Matt Emulsion PaintPeach Blush 2.5L","Wilko","2.5L","Orange",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","2420543","Wilko Matt Emulsion PaintMagnolia 5L","Wilko","5L","Cream",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","2425243","Wilko Silk Emulsion PaintMagnolia 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","2425256","Wilko Silk Emulsion PaintPastel Green 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","2425259","Wilko Silk Emulsion PaintPeach Blush 2.5L","Wilko","2.5L","Orange",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","2426443","Wilko Silk Emulsion PaintMagnolia 5L","Wilko","5L","Cream",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","250530","Wilko Matt Emulsion PaintSoft Cream 5L","Wilko","5L","Cream","1",NA,NA,"60m²",1
"PAI","EMU","250532","Wilko Silk Emulsion PaintSoft Cream 5L","Wilko","5L","Cream",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","262407","Wilko Durable Matt Emulsion PaintRaspberry Meld 2.5L","Wilko","2.5L","Red",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","262410","Wilko Durable Matt Emulsion PaintPastel Green 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","262414","Wilko Durable Matt Emulsion PaintGrape 2.5L","Wilko","2.5L","Purple",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","262422","Wilko Bathroom Mid Sheen Emulsion PaintPowder Blue 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","262423","Wilko Bathroom Mid Sheen Emulsion PaintSpa 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","262425","Wilko Emulsion Paint Tester Pot Powder Blue 75ml","Wilko","75ml","Blue",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","262426","Wilko Emulsion Paint Tester Pot Spa 75ml","Wilko","75ml","Green","1",NA,NA,"30cm²",1
"PAI","EMU","262428","Wilko Emulsion Paint Tester Pot Nutmeg Spice 75ml","Wilko","75ml","Brown","1",NA,NA,"30cm²",1
"PAI","EMU","262431","Wilko Emulsion Paint Tester Pot Grape 75ml","Wilko","75ml","Purple",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","262436","Wilko Silk Emulsion PaintNutmeg Spice 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","262439","Wilko Silk Emulsion PaintGrape 2.5L","Wilko","2.5L","Purple",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","262440","Wilko Matt Emulsion PaintNutmeg Spice 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","262443","Wilko Matt Emulsion PaintGrape 2.5L","Wilko","2.5L","Purple",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","273566","Wilko Matt Emulsion PaintIvory Tusk 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","273568","Wilko Matt Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","273569","Wilko Matt Emulsion PaintCandy Cane 2.5L","Wilko","2.5L","Pink",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","273573","Wilko Matt Emulsion PaintDuck Egg 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","273576","Wilko Silk Emulsion PaintIvory Tusk 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","273578","Wilko Silk Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","273579","Wilko Silk Emulsion PaintCandy Cane 2.5L","Wilko","2.5L","Pink",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","273583","Wilko Silk Emulsion PaintDuck Egg 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","273586","Wilko One Coat Matt Emulsion PaintIvory Tusk 2.5L","Wilko","2.5L","Cream","1",NA,NA,"20m²",1
"PAI","EMU","273588","Wilko One Coat Matt Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","273593","Wilko One Coat Matt Emulsion PaintDuck Egg 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","273596","Wilko Emulsion Paint Tester Pot Ivory Tusk 75ml","Wilko","75ml","Cream",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","273598","Wilko Emulsion Paint Tester Pot Pearl Grey 75ml","Wilko","75ml","Grey",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","273599","Wilko Emulsion Paint Tester Pot Candy Cane 75ml","Wilko","75ml","Pink","1",NA,NA,"30cm²",1
