"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","DQ Score"
"TOI","BAT","47387","Simple Pure Soap for Sensitive Skin 2 x 125g","Simple","2 X 125g",NA,"1",NA,1
"TOI","BAT","169724","Wrights Traditional Coal Tar Soap 4pk","Wrights","500g",NA,"1",NA,1
"TOI","DEN","34179","Clinomyn Smokers Toothpaste Ice Mint","Clinomyn","75ml","Multi",NA,"No",0.65
"TOI","SHC","100613","Bristows Hairspray Ultra Hold 300ml","Bristows","300ml","Multi","1",NA,1
"TOI","SHC","68049","Bristows Conditioning Hold Hairspray 300ml","Bristows","300ml","Multi","1",NA,1
"TOI","SHC","68050","Bristows Hair Spray Extra 300ml","Bristows","300ml","Multi",NA,NA,0.93
"TOI","SHC","100424","Vosene Original Shampoo 2in1 250ml","Vosene","250ml",NA,"1",NA,1
"TOI","SHC","429231","Vosene Kids Shampoo 3in1 250ml","Vosene","250ml",NA,"1",NA,0.9125
"TOI","SHC","429232","Vosene Kids Conditioning Defence Spray","Vosene","150ml",NA,"1",NA,0.93
