"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","Material","Assembly","Age","DQ Score"
"GAR","SPC","455199","Wilko Chalk Pot Grow Set","Wilko","1","Metal Pot","No","3years",0.65
