"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"KIT","CUT","427945","Wilko Spice Rack Set 6 Piece","Wilko","6 pce",0.86
"KIT","DIN","427925","Wilko Cannister Steel Small","Wilko",NA,0.75
"KIT","DIN","427928","Wilko Cannister Red Small","Wilko",NA,1
"KIT","DIN","427934","Wilko Cannister Purple Small","Wilko",NA,0.75
"KIT","DIN","451706","Wilko Small Cream Cannister","Wilko","1",0.8
"KIT","TAB","427941","Wilko PVC Tablecloth Hearts Design132 x 178cm","Wilko",NA,0.79
"KIT","TAB","427942","Wilko Tablecloth Black and White Check132 x 178cm","Wilko",NA,0.79
"KIT","TAB","427943","Wilko Tablecloth Green Spot 132 x 178cm","Wilko",NA,0.79
