"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"HOM","COO","455607","Wilko Mason Jar Candle Cinnamon Spice","Wilko","1",0.86
"HOM","COO","455608","Wilko Mason Jar Candle Sparkling Winter","Wilko","1",0.86
"HOM","COO","455628","Wilko Scented Candle Tin Silver Sparkling Winter","Wilko","1",0.86
