"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","Material","Assembly","DQ Score"
"FOO","SXM","119416","Wilko Milk Chocolate Coins 60g","Wilko","60g","1","Milk Chocolate","No",0.65
"FOO","SXM","119417","White Chocolate Coins 60g","Wilko","60g","1","Milk Chocolate","No",0.6
"FOO","SXM","119418","Wilko Santa Milk Chocolate Coins 60g","Wilko","60g","1","Milk Chocolate","No",0.65
"FOO","SXM","135068","Milk Chocolate Snowmen Net 60g","Wilko","60g","1","Milk Chocolate","No",0.6
"FOO","SXM","338037","Wilko Christmas Milk Chocolate Reindeer Nets60g","Wilko","60g","1","Chocolate","No",0.65
