"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"KIT","DIN","318837","Wilko Mug Ceramic White","Wilko","12oz","White","1",1
"KIT","DIN","318838","Wilko Salad Bowl Ceramic White 23cm","Wilko","23cm","White",NA,0.93
"KIT","DIN","318839","Wilko Dinner Plate Ceramic Square White 260mm","Wilko","26cm","White","1",1
"KIT","DIN","318840","Wilko Side Plate Ceramic Square White 180mm","Wilko","180mm","White","1",1
"KIT","DIN","318841","Wilko Bowl Square White 5.5in","Wilko","140mm","White","1",1
"KIT","DIN","318848","Wilko Capuccino Cup and Saucer Ceramic White","Wilko","Set","White","1",1
"KIT","DIN","318850","Wilko Bowl Ceramic White","Wilko","15cm","White",NA,0.93
"KIT","DIN","318851","Wilko Coupe Dinner Plate White 27cm","Wilko","Large","White","1",1
"KIT","DIN","318852","Wilko Creamer Jug Ceramic White","Wilko",NA,"White","1",0.93
"KIT","DIN","318853","Wilko Coupe Side Plate White 19cm","Wilko","Small","White","1",1
"KIT","DIN","318855","Wilko Sugar Bowl Ceramic White Small","Wilko","Small","White","1",1
"KIT","DIN","318856","Wilko Teapot Ceramic White","Wilko",NA,"White","1",0.93
"KIT","DIN","318866","Wilko Serving Plate Rectangle Large","Wilko","Large","White","1",1
"KIT","DIN","318867","Wilko Serving Plate Ceramic Rectangle Medium","Wilko","Medium","White","1",1
"KIT","DIN","318868","Wilko Serving Plate Ceramic Rectangle Small","Wilko","Small","White","1",1
"KIT","DIN","318877","Wilko Milk Jug Ceramic White Small","Wilko","Small","White",NA,0.93
"KIT","DIN","318878","Wilko Teabag Tidy Dish Ceramic White","Wilko",NA,"White","1",0.93
"KIT","DIN","319332","Wilko Cake Stand 2 Tier Porcelain White","Wilko","2 Tier","White","1",1
"KIT","DIN","319341","Wilko Gravy Boat and Stand White","Wilko","Set","White",NA,0.93
"KIT","DIN","319342","Wilko Butter Dish White","Wilko",NA,"White","1",0.93
"KIT","DIN","319344","Wilko Bowl Ceramic Square White 10cm","Wilko","10cm","White","1",1
"KIT","DIN","319346","Wilko Serving Bowl Ceramic White 23cm","Wilko","23cm","White","1",1
"KIT","DIN","319374","Wilko Dip Dish Round Ceramic 3 Section White","Wilko",NA,"White","1",0.93
"KIT","DIN","319375","Wilko Bowl Heart Shaped Ceramic White Small","Wilko","Small","White","1",1
"KIT","DIN","319376","Wilko Bowl Ceramic Heart Shaped Ceramic WhiteMedium","Wilko","Medium","White","1",1
"KIT","DIN","319378","Wilko Salt and Pepper Set Ceramic White","Wilko","Set","White","1",1
"KIT","DIN","319384","Wilko Pasta Bowl Ceramic White 29cm","Wilko",NA,"White","1",0.93
"KIT","DIN","319546","Wilko Dinner Set Porcelain Super White 12 pcs","Wilko","12 Piece","White","1",1
"KIT","DIN","319547","Wilko Dinner Set Porcelain Square Super White 12 Piece","Wilko","12 Piece","White","1",0.941666666666667
