"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"SBK","KFL","439944","Finding Dory A5 Notebook","Disney",NA,NA,NA,0.95
"SBK","KFL","439945","Finding Dory Stationery Set","Disney",NA,NA,NA,0.9
"SBK","KFL","439946","Finding Dory Colour Pen","Disney",NA,NA,NA,0.95
"SBK","KFL","439947","Finding Dory Barrel Pencil Case","Disney",NA,NA,NA,0.95
"SBK","KFL","439948","Finding Dory Bumper School Pack","Disney",NA,NA,NA,0.95
"SBK","KFL","439949","Finding Dory Gel Pens 4pk","Disney",NA,NA,NA,0.95
"SBK","KFL","439950","Finding Dory Filled Pencil Case","Disney",NA,NA,NA,0.9
"SBK","KFL","439937","Star Wars Retro A5 Notebook","Star Wars","A5","Multi","1",1
"SBK","KFL","439938","Star Wars Retro Stationery Set","Star Wars","2 x 8 x 23.5cm","Multi","1",0.95
"SBK","KFL","439939","Star Wars Retro 10 Colour Pen","Star Wars","2.1 x 5.5 x 21cm","Multi","1",1
"SBK","KFL","439940","Star Wars Retro Barrel Pencil Case","Star Wars","2 x 8 x 8cm","Multi","1",1
"SBK","KFL","439941","Star Wars Retro Bumper School Pack","Star Wars","2 x 8 x 35cm","Multi","1",0.95
"SBK","KFL","439942","Star Wars Retro Exercise Book","Star Wars","2 x 8 x 21cm","Multi","2",0.95
"SBK","KFL","439943","Star Wars Retro Die Cut Erasers 4pk","Star Wars","1.5 x 7.3 x 21cm","Multi","4",1
