"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","MEN","142235","Adidas Body Spray Pure Energy 150ml","Adidas","150ml","1",1
"TOI","MEN","170184","Adidas Body Spray Ice Dive 150ml","Adidas","150ml",NA,0.9125
"TOI","MEN","313503","Adidas Shower Gel Ice Dive 250ml","Adidas","250ml",NA,0.9125
"TOI","MEN","313506","Adidas Pure Game Shower Gel 250ml","Adidas","250ml","1",1
"TOI","MEN","349230","Adidas Ice Dive Anti-Perspirant 250ml","Adidas","250ml","1",1
"TOI","MEN","349231","Adidas Pure Game Anti-Perspirant 250ml","Adidas","250ml","1",1
"TOI","MEN","411970","Adidas Climacool Anti-Perspirant 250ml","Adidas","APD bottle 22cm","1",1
"TOI","MEN","426896","Adidas Extreme Power Body Spray 150ml","Adidas",NA,"1",0.8625
"TOI","MEN","430627","Adidas Climacool Shower Gel 250ml","Adidas","250ml","1",1
"TOI","MEN","449633","Adidas Champions League 3 Body Spray 150ml","Adidas",NA,"1",0.9125
"TOI","MEN","449634","Adidas Champions League 3 Shower Gel 250ml","Adidas",NA,"1",0.9125
"TOI","MEN","286464","Beckham Deodorant Spray Instinct 150ml","Beckham","150ml","1",1
"TOI","MEN","336833","Beckham Deodorant Homme 150ml","Beckham","150ml",NA,0.9125
"TOI","MEN","336858","Beckham Instinct  Aftershave 50ml","Beckham","50ml",NA,0.9125
"TOI","MEN","402943","Beckham Instinct Hair and Body Wash 200ml","Beckham","200ml","1",1
"TOI","SUN","450567","Rimmel Self Tan Mousse Light Matte 150ml","Rimmel",NA,"1",0.8625
"TOI","SUN","450573","Rimmel Self Tan Lotion with Chia OilLight to Medium Matte 150ml","Rimmel",NA,"1",0.9125
"TOI","SUN","450575","Rimmel In Shower Self Tan Lotion 200ml","Rimmel",NA,"1",0.9125
"TOI","SUN","450576","Rimmel Gradual Tan and Toning Lotion 125ml","Rimmel",NA,"1",0.9125
"TOI","SUN","450580","Rimmel Instant Tan Lotion Medium Matte 125ml","Rimmel",NA,"1",0.9125
