"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Capacity","DQ Score"
"KIT","FOO","447945","Wilko Fruit Infuser Bottle Pink 700ml","Wilko","7.5cm x 7.5cm x 23cm","Pink","1","Plastic","700ml",1
"KIT","FOO","447946","Wilko Fruit Infuser Bottle Purple 700ml","Wilko","7.5cm x 7.5cm x 23cm","Purple","1",NA,NA,1
"KIT","FOO","447947","Wilko Fruit Infuser Bottle Blue 700ml","Wilko","7.5cm x 7.5cm x 23cm","Blue","1","Plastic","700ml",1
"KIT","FOO","447948","Wilko Fruit Infuser Bottle Green 700ml","Wilko","7.5cm x 7.5cm x 23cm","Green","1",NA,NA,1
"KIT","FOO","447949","Wilko Fruit Infuser Bottle Black 1000ml","Wilko","10.7cm x 8cm x 27cm","Black","1",NA,NA,1
"KIT","FOO","447950","Wilko Shaker Bottle 800ml","Wilko","10.5cm x 7.2cm x 26.5cm",NA,"1","Plastic","800ml",0.95
"KIT","FOO","449305","Wilko Pitcher With Fruit Infuser 2.1 Litre","Wilko","21cm x 14cm x 25.7cm",NA,"1",NA,NA,0.85
