"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","SUN","348837","Wilko Suncare Lotion SPF15 200ml","Wilko","200ml","1",1
"TOI","SUN","348838","Wilko Suncare Lotion SPF30 200ml","Wilko","200ml","1",1
"TOI","SUN","348839","Wilko Suncare Lotion SPF50 200ml","Wilko","200ml","1",1
"TOI","SUN","348840","Wilko Suncare Spray SPF15 200ml","Wilko","200ml","1",1
"TOI","SUN","348841","Wilko Suncare Spray SPF30 200ml","Wilko","200ml","1",1
"TOI","SUN","348842","Wilko Suncare Spray Clear SPF15 200ml","Wilko","200ml","1",1
"TOI","SUN","348843","Wilko Suncare Spray Clear SPF30 200ml","Wilko","200ml","1",1
"TOI","SUN","348845","Wilko Suncare Kids SPF50 150ml","Wilko","150ml","1",1
"TOI","SUN","348848","Wilko Suncare Sensitive SPF50 200ml","Wilko","200ml","1",1
"TOI","SUN","348850","Wilko Suncare Facial SPF30 100ml","Wilko","100ml","1",1
"TOI","SUN","348852","Wilko After Sun Aloe Vera Gel 200ml","Wilko","200ml","1",1
"TOI","SUN","348853","Wilko After Sun Aloe Vera Lotion 200ml","Wilko","200ml","1",1
"TOI","TRA","348834","Wilko Suncare Lotion SPF30 50ml","Wilko","50ml","1",1
"TOI","TRA","348835","Wilko Suncare Lotion SPF50 50ml","Wilko","50ml","1",1
"TOI","TRA","348836","Wilko After Sun Lotion 50ml","Wilko","50ml","1",1
