"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"DIS","BIN","400395","Wilko Waste Basket Liners Lavender Scented 25pk","Wilko",NA,NA,"25",NA,NA,0.825
"DIS","BIN","63855","Wilko Drawstring Refuse Sacks 80L 10pk","Wilko","Large",NA,"10pk",NA,NA,0.883333333333333
"DIS","BIN","63857","Wilko Drawstring Swing Bin Liners 50L 15pk","Wilko","Large",NA,"15",NA,NA,0.883333333333333
"DIS","BIN","71844","Wilko Tie Handle Refuse Sacks Black 80L 10pk","Wilko","Large",NA,"10",NA,NA,0.883333333333333
"DIS","BIN","193718","Wilko Swing Bin Liners 58 x76cm 50pk","Wilko Functional","585mmx760mm",NA,"50pk",NA,NA,0.833333333333333
"DIS","BIN","332570","Wilko Functional Refuse Sacks 30pk","Wilko Functional",NA,NA,"30",NA,NA,0.825
"DIS","BIN","332690","Wilko Functional Pedal Bin Liners 50pk","Wilko Functional","46cmx46cm",NA,"50pk",NA,NA,0.883333333333333
"DIS","FOO","238374","Wilko Multi Purpose Roasting Bags 25 x 38cm 10pk","Polylina","250mmx380mm",NA,"10pk",NA,NA,0.8
"DIS","FOO","254700","Wilko Ice Cube Bags 20pk","Wilko","24",NA,"20pk","Plastic",NA,0.9
"DIS","FOO","284667","Wilko Food and Freezer Bags Large 30pk","Wilko","Large",NA,"30pk","Polythene",NA,0.9
"DIS","FOO","318975","Wilko Kitchen Foil 10m x 30cm","Wilko","300mmx10m",NA,NA,NA,NA,0.8
"DIS","FOO","318976","Wilko Kitchen Foil 20m x 30cm","Wilko","300mmx20m",NA,NA,NA,NA,0.8
"DIS","FOO","318977","Wilko Kitchen Foil 10m x 45cm","Wilko","450mmx10m",NA,NA,NA,NA,0.8
"DIS","FOO","330841","Wilko Resealable Food and Freezer Bags  26 x 28cm30pk","Wilko","Medium",NA,"30pk",NA,NA,0.85
"DIS","FOO","330844","Wilko  Zip Seal Food and Freezer Bags 26 x26cm30pk","Wilko","Medium",NA,"30pk",NA,NA,0.85
"DIS","FOO","330856","Wilko Tie Handle Food and Freezer BagsMedium 26 x 42cm 30pk","Wilko","Medium",NA,"30pk","Polythene",NA,0.9
"DIS","FOO","330857","Wilko Resealable Food and Freezer Bags 18 x20cm30pk","Wilko","Small",NA,"1",NA,NA,0.85
"DIS","FOO","330862","Wilko Easy Seal Sandwich Bags 19 x 21cm 60pk","Wilko","Large",NA,"60pk","Polythene",NA,0.9
"DIS","FOO","330864","Wilko Resealable Pour and Store Bags 23 x 15cm10pk","Wilko","23cmx15cm",NA,"10pk",NA,NA,0.85
"DIS","FOO","333417","Wilko Greaseproof n Bake Paper 5m x 37.5cm","Wilko","5m",NA,NA,"Paper",NA,0.85
"DIS","FOO","333522","Wilko Foil Backed Baking Parchment Foil Backed5m x 30cm","Wilko","300mmx5m",NA,NA,NA,NA,0.8
"DIS","FOO","400397","Wilko Multipurpose Cling Film 50m x 350mm","Wilko","50m x 350mm",NA,"1",NA,NA,0.85
"DIS","FOO","420106","Wilko Food Bags Small 150pk","Wilko",NA,NA,"150",NA,NA,0.8
"DIS","FOO","318979","Wilko Functional Wrapping Foil 20m x 29cm","Wilko Functional","290mmx20m",NA,"1",NA,NA,0.85
"DIS","FOO","332334","Wilko Functional Food Bags Medium 23 x 35cm 50pk","Wilko Functional","Medium",NA,"50pk",NA,NA,0.85
"DIS","FOO","334768","Wilko Functional Wrapping Film 50m x 30cm","Wilko Functional","50mx300ml",NA,NA,NA,NA,0.8
"GAR","SUN","346574","Wilko Tie Top Garden Sacks 8pk","Wilko",NA,NA,NA,NA,"No",0.825
"GAR","SUN","346577","Wilko Get Gardening Garden Sacks Tie Top Black x 6","Wilko",NA,NA,NA,NA,"No",0.825
"PET","GEN","121929","Wilko Dog Toilet Bags 20pk","Wilko","27cmx36cm",NA,NA,NA,NA,0.86
"PET","GEN","255352","Wilko Pet Waste Bags and Dispenser","Wilko",NA,"Black","1",NA,NA,0.93
"PET","GEN","255990","Wilko Pet Waste Bags Refill 60pk","Wilko",NA,NA,"60",NA,NA,0.86
"PET","LIT","109583","Wilko Cat Litter Tray Liners 15pk","Wilko","48cmx38cm",NA,"15",NA,NA,0.93
"TOI","BAN","417479","Wilko Fragranced Nappy Bags 150pk","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","BAN","417478","Wilko Functional Nappy Bags 300pk","Wilko Functional",NA,NA,NA,NA,NA,0.79
"TOI","SAN","157945","Wilko Sanitary Disposal Bags 50pkLightly Fragranced","Wilko",NA,NA,"50pk",NA,NA,0.86
