"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"DIS","BIN","1554","Wilko Tie Handle Swing Bin Liners 50L 15pk","Wilko","Large",NA,"15",NA,NA,0.883333333333333
"DIS","BIN","214132","Wilko Tie Handle Pedal Bin Liners 25L 30pk","Wilko","Large",NA,"30pk",NA,NA,0.883333333333333
"DIS","BIN","238429","Wilko Tie Top Refuse Sacks 80L 20pk","Wilko","73cmx93cm",NA,"30pk",NA,NA,0.883333333333333
"DIS","BIN","278076","Wilko Tall Kitchen Bin Liners 30L 20pk","Wilko","30L",NA,"20pk",NA,NA,0.883333333333333
"DIS","BIN","278077","Wilko Tall Kitchen Bin Liners 50L 15pk","Wilko","50L",NA,"15pk",NA,NA,0.883333333333333
"DIS","BIN","330867","Wilko Tie Handle Garden Refuse Sacks 80L 10pk","Wilko","80L",NA,"10pk",NA,NA,0.883333333333333
"DIS","BIN","330868","Wilko Wheelie Bin Liners 120 x 240L 10pk","Wilko","80L",NA,"10pk",NA,NA,0.883333333333333
"DIS","BIN","332574","Wilko Recycled Refuse Bags Large 100L 20pk","Wilko","Large",NA,"20pk",NA,NA,0.883333333333333
"DIS","BIN","332590","Wilko Recycled Refuse Bags Large 90L 10pk","Wilko","Large",NA,"10pk",NA,NA,0.883333333333333
"DIS","BIN","332591","Wilko Recycled Bin Bags Extra Large 120L 20pk","Wilko","Extra Large",NA,"20pk",NA,NA,0.883333333333333
"DIS","BIN","333513","Wilko Recycled Swing Bin Liners 50L 20pk","Wilko","50L",NA,"20pk",NA,NA,0.883333333333333
"DIS","BIN","400384","Wilko Home Compost Caddy Liner 20pk","Wilko",NA,NA,NA,NA,NA,0.766666666666667
"DIS","BIN","400385","Wilko Industrial Compost Caddy Liner 20pk","Wilko",NA,NA,"20",NA,NA,0.825
"DIS","BIN","400391","Wilko Extra Strong Rubble Sacks 10pk","Wilko","10 Pack",NA,"1",NA,NA,0.883333333333333
"DIS","BIN","400392","Wilko Refuse Sacks Clear 20pk","Wilko",NA,NA,"20pk",NA,NA,0.825
"DIS","BIN","400393","Wilko Drawstring Storage Bag Clear 10pk","Wilko","90L",NA,"10",NA,NA,0.883333333333333
"DIS","BIN","400394","Wilko Kerbside Caddy Liners Large 10pk","Wilko",NA,NA,"10",NA,NA,0.825
