"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Model Number","DQ Score"
"XMD","FLO","420391","Wilko Waverley Garland Cones and Berries 2m","Wilko","2m","Green","1","PVC","No",NA,0.65
"XMD","FLO","439626","Wilko Waverley Wreath Cones and Berries","Wilko","60cm","Green","1","PVC","No","GD20M4C70X00",0.65
"XMD","TRE","401914","Wilko 7ft Canadian Fir Christmas Tree","Wilko","7ft","Green","1","PVC","Yes",NA,0.65
"XMD","TRE","439857","Wilko 7ft Nordic Christmas Tree","Wilko","7ft","Green","1","PVC, PE","Yes","TG70P2557X00",0.65
"XMD","TRE","439858","Wilko 8ft Waverley Christmas Tree","Wilko","8ft","Green","1","PVC","Yes","TZ80M4638X01",0.65
"XMD","TRE","439859","Wilko 7ft Flocked Fir Christmas Tree","Wilko","7ft","Multi","1","PVC","Yes","TG70M3H02X04",0.65
"XMD","TRE","306504","Wilko 6ft Waverley Christmas Tree","Wilko Best","6ft","Green","1","PVC","Yes",NA,0.6
