"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"KIT","BAP","237888","Wilko Ceramic Baking Beans 700g","Wilko","700g","Clear","1",1
"KIT","BAP","302282","Tala Icing Bag Set with 8 Nozzles","Wilko","30cm","White","8pcs",0.95
"KIT","BAP","328764","Wilko Disposable Icing Bags 30pk","Wilko","30 Pack","White","30pk",1
"KIT","BAP","435789","Wilko Flat Edge Icing Smoother","Wilko","19.7 x 14.5 x 3",NA,"1",0.93
"KIT","BAP","435793","Wilko Mini Measures","Wilko",NA,NA,"1",0.86
"KIT","GAD","37166","Wilko Kitchen Cocktail Sticks 100pk","Chef Aid","100 Pack","Cream","1",0.85
"KIT","GAD","112508","Wilko Kitchen Rolling Pin Wooden Mini","Wilko",NA,"Cream","1",0.93
"KIT","GAD","112532","Wilko Revolving Rolling Pin Beech","Wilko",NA,"Cream","1",0.93
"KIT","GAD","435865","Wilko Strainer Set 3pcs","Wilko","18CM STRAINER, 16CM STRAINER, 12CM STRAINER",NA,"3pc",0.883333333333333
"KIT","GAD","78397","Wilko Kitchen Rolling Pin Beech 35cm","Wilko","35cm",NA,"1",0.93
"KIT","GAD","284840","Wilko Kitchen Spatula Wooden","Wilko Functional",NA,NA,"1",0.81
"KIT","GAD","285940","Wilko Wooden Spoon Waxed Beech 30cm","Wilko Functional","30cm","Cream","1",0.95
"KIT","GAD","313140","Wilko Pastry Brush","Wilko Functional",NA,"Cream","1",0.88
