"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Power","DQ Score"
"SBK","DES","260703","Wilko Calculator Pocket","Wilko","11.5 x 6.5 x 2cm","Grey","Solar, Battery",0.941666666666667
