"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"CLE","SUR","428731","Stardrops Pine Scented Disinfectant 750ml","Stardrops","750ml",NA,0.825
"CLE","SUR","80402","Stardrops All Purpose Cleaner 750ml","Stardrops","600ml",NA,0.9125
"CLE","SUR","437980","Wilko Disinfectant Sea Minerals and Water Lily 1L","Wilko",NA,"1",0.9125
