"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"PET","DOM","121994","Wilko Vacation Fish Food","Wilko",NA,NA,"1",NA,NA,0.86
"PET","DOM","121995","Wilko Weekend Fish Food","Wilko",NA,NA,"1",NA,NA,0.86
"PET","DOM","195321","Wilko Aquarium Tap Water Crystals 12g","Wilko","12g",NA,"1",NA,NA,0.93
"PET","DOM","418581","Wilko Pond Pellets 1kg","Wilko",NA,NA,NA,NA,NA,1
"PET","DOM","418582","Wilko Pond Variety Sticks 1kg","Wilko",NA,NA,NA,NA,NA,1
"PET","DOM","418583","Wilko Caged Bird Sanded Perch Covers 4pk","Wilko",NA,NA,NA,NA,NA,0.825
"PET","DOM","418584","Wilko Aquarium Rainbow Gravel 2kg","Wilko","2kg",NA,NA,NA,NA,0.825
"PET","DOM","418586","Wilko Cuttlefish Bone","Wilko",NA,NA,NA,NA,NA,0.825
"PET","DOM","80051","Wilko Caged Bird Iodine Mineral Block","Wilko",NA,NA,"1",NA,NA,0.9125
"PET","LIT","335059","Curver Petlife Covered Pet Litter Tray Black","Curver","39cmx39cmx51cm","Black","1",NA,NA,1
"PET","SMA","165258","Wilko Guinea Pig Food Muesli Mix 1kg","Wilko","1kg",NA,"1",NA,NA,1
"PET","SMA","165259","Wilko Rat Food Muesli Mix 1kg","Wilko","1kg",NA,NA,NA,NA,0.9125
"PET","SMA","229832","Wilko Rabbit Food Fruity Muesli 1kg","Wilko","1kg",NA,"1",NA,NA,1
"PET","SMA","418587","Wilko Small Animal Rabbit Nugget 1.25kg","Wilko","1.25kg",NA,"1pk",NA,NA,1
"PET","SMA","418589","Wilko Small Animal Treats Fruity Crunch 100g","Wilko","100g",NA,"1pk",NA,NA,1
"PET","SMA","437133","Wilko Small Animal Rabbit Nugget Summer Berries1.25kg","Wilko","1.25kg",NA,"1",NA,NA,1
"PET","SMA","80650","Wilko Small Animal Salt Lick 35g","Wilko","35g",NA,NA,NA,NA,0.9125
"PET","SMA","80876","Wilko Hamster Food Muesli Mix 1kg","Wilko","1kg",NA,NA,NA,NA,0.9125
"PET","SMA","94065","Wilko Rabbit Food Muesli Pea Feast 2kg","Wilko","2kg",NA,NA,NA,NA,0.9125
"PET","SMA","94067","Wilko Rabbit Food Muesli Fibre Feast 2kg","Wilko","2kg",NA,"1",NA,NA,1
"PET","WIL","443546","Mr Johnsons Wildlife Hedgehog Food 750g","Mr Johnsons","750g",NA,"1",NA,NA,1
"PET","WIL","443547","Mr Johnsons Swan Duck and Goose Food 750g","Mr Johnsons","750g",NA,"1",NA,NA,1
"PET","WIL","196266","Wilko Wild Bird Coconut Suet Feeder","Wilko","180g",NA,"1",NA,NA,1
"PET","WIL","261287","Wilko Wild Bird Robin Seed 900g","Wilko","900g",NA,"1",NA,NA,1
"PET","WIL","266861","Wilko Wild Bird Suet Pellets with Insect 550g","Wilko","550g",NA,NA,NA,NA,0.9125
"PET","WIL","266938","Wilko Wild Bird Suet Pellets with Berry 550g","Wilko","550g",NA,"1",NA,NA,1
"PET","WIL","266939","Wilko Wild Bird Suet Pellets with Mealworm 550g","Wilko","550g",NA,NA,NA,NA,0.9125
