"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"PET","WIL","303762","Wilko Wild Bird Blue Tit Seed 900g","Wilko","900g",NA,"1",NA,NA,1
"PET","WIL","303763","Wilko Wild Bird Blackbird and Thrush Seed 900g","Wilko","900g",NA,"1",NA,NA,1
"PET","WIL","303767","Wilko Wild Bird Ground and Table Mixed Seed 900g","Wilko","900g",NA,"1",NA,NA,1
"PET","WIL","407646","Wilko Wild Bird Suet Pellets with Berry 3kg","Wilko","3kg",NA,"1",NA,NA,1
"PET","WIL","407647","Wilko Wild Bird Suet Pellets with Mealworm 3kg","Wilko","3kg",NA,"1",NA,NA,1
"PET","WIL","407648","Wilko Wild Bird Suet Pellets with insect 3kg","Wilko","3kg",NA,"1",NA,NA,1
"PET","WIL","412088","Wilko Wild Bird Suet Nuggets 1kg","Wilko","1kg",NA,"1",NA,NA,1
"PET","WIL","412092","Wilko Wild Bird Suet Blocks with Berry 6pk","Wilko","6x300g",NA,"6",NA,NA,1
"PET","WIL","412095","Wilko Wild Bird Suet Blocks with Mealworm 6pk","Wilko","6 x 300g",NA,"6 x 300g",NA,NA,1
"PET","WIL","412096","Wilko Wild Bird Suet Blocks with Insects 6pk","Wilko","6x300g",NA,"6",NA,NA,1
"PET","WIL","412098","Wilko Wild Bird No Mess Mix Seed 1kg","Wilko","1kg",NA,"1",NA,NA,1
"PET","WIL","412118","Wilko Wild Bird Mealworm 90g","Wilko","90g",NA,"1",NA,NA,1
"PET","WIL","412120","Wilko Wild Bird Mealworm 500g","Wilko","500g",NA,"1",NA,NA,1
"PET","WIL","412123","Wilko Wild Bird Insect Medley 90g","Wilko","90g",NA,"1",NA,NA,1
"PET","WIL","412534","Wilko Wild Bird Suet Log with Insect 6pk","Wilko","6x90g",NA,"6",NA,NA,1
"PET","WIL","412537","Wilko Wild Bird Suet Log with Berry 6pk","Wilko","6x90g",NA,"6",NA,NA,1
"PET","WIL","412538","Wilko Wild Bird Suet Log with Mealworm 6pk","Wilko","6x90g",NA,"6",NA,NA,1
"PET","WIL","412540","Wilko Wild Bird Suet Log Feeder","Wilko",NA,NA,"1",NA,NA,0.9125
"PET","WIL","416896","Wilko Wild Bird Butter with Peanut and Mealworm350g","Wilko","350g",NA,"1",NA,NA,1
"PET","WIL","440446","Wilko Wild Bird Suet Log with Insect","Wilko","500g",NA,"1",NA,NA,1
"PET","WIL","440447","Wilko Wild Bird Suet Log with Berry","Wilko","500g",NA,"1",NA,NA,1
"PET","WIL","443542","Wilko Wild Bird Suet Balls 30pk","Wilko","2.7kg",NA,"30",NA,NA,1
"PET","WIL","443543","Wilko Wild Bird Premium Seed 12.75kg","Wilko","12.75kg",NA,"1",NA,NA,1
"PET","WIL","443544","Wilko Wild Bird Robin Seed 2kg","Wilko","2kg",NA,"1",NA,NA,1
"PET","WIL","443545","Wilko Wild Bird No Mess Seed 2kg","Wilko","2kg",NA,"1",NA,NA,1
"PET","WIL","445631","Wilko Wild Bird Suet Granola 1kg","Wilko","1 kg",NA,"1",NA,NA,1
"PET","WIL","455411","Wilko Berry Suet Block","Wilko","10cm X 10cm X 2.5cm",NA,"1",NA,NA,1
"PET","WIL","455412","Wilko Insect Suet Block","Wilko","10cm X 10cm X 2.5cm",NA,"1",NA,NA,1
"PET","WIL","455413","Wilko Mealworm Suet Block","Wilko","10cm X 10cm X 2.5cm",NA,"1",NA,NA,1
"PET","WIL","455414","Wilko Peanut Suet Block","Wilko","10cm X 10cm X 2.5cm",NA,"1","Suet Product","No",0.65
"PET","WIL","80191","Wilko Wild Bird Sunflower Seeds 1kg","Wilko Functional","1kg",NA,"1",NA,NA,0.95
