"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"SBK","ADU","322005","Dovecraft 3D Foam Pads Square 400pk 5 x 5mm","Dovecraft",NA,"White","1",1
"SBK","ADU","322022","Dovecraft Essentials Colours Paper Pack 120gsm Assorted Colours 72 Sheets","Dovecraft",NA,NA,NA,0.825
"SBK","ADU","322034","Dovecraft Clear Card Bags Square 20pk 145 x 145mm","Dovecraft",NA,"Clear","20pk",1
"SBK","ADU","322040","Dovecraft Precision Scissors","Dovecraft",NA,NA,NA,0.825
"SBK","ADU","322041","Dovecraft Special Effect Metallic Markers 5pk","Dovecraft",NA,NA,"1",0.86
"SBK","ADU","322042","Dovecraft Clear Card Bags C6 20pk 120 x 169mm","Dovecraft",NA,"Clear","20pk",1
"SBK","ADU","322045","Dovecraft Premium Pigment Ink Pad","Dovecraft",NA,NA,"1",0.86
"SBK","ADU","322047","Dovecraft Premium Pigment Ink Pad","Dovecraft",NA,NA,NA,0.79
"SBK","ADU","322049","Dovecraft Square Cards and Envelopes White 10pk14 x14 cm","Dovecraft",NA,"White","10pk",1
"SBK","ADU","322053","Dovecraft Peel Off Letters and SymbolsGold and Silver Assorted","Dovecraft",NA,NA,NA,0.825
"SBK","ADU","322054","Dovecraft Peel Off Happy Birthday Stickers Gold and Silver Assorted","Dovecraft",NA,NA,NA,0.825
"SBK","ADU","322055","Dovecraft Cards and Envelopes Cream C6 10pk","Dovecraft",NA,"Cream","10pk",1
"SBK","ADU","322056","Dovecraft Cards and Envelopes White C6 10pk","Dovecraft",NA,"White","10pk",1
"SBK","ADU","322057","Dovecraft Square Cards and Envelopes Cream 10pk14 x 14cm","Dovecraft",NA,"Cream","10pk",1
"SBK","ADU","331530","Dovecraft Peel Off Sentiment Stickers Gold and Silver","Dovecraft",NA,NA,NA,0.825
"SBK","ADU","416451","Dovecraft Ribbon Reels Assorted Designs 2m","Dovecraft",NA,NA,"1",0.9125
"SBK","ADU","416457","Dovecraft Curiosity Corner Lace Ribbons","Dovecraft",NA,NA,"4",0.9125
"SBK","ADU","416459","Dovecraft Curiosity Corner Metal Keys 3pk","Dovecraft",NA,NA,"3",0.86
"SBK","ADU","416480","Dovecraft Kraft Cards and Envelopes10pk 5 x 7in","Dovecraft",NA,NA,"5",0.9125
"SBK","ADU","416481","Dovecraft Kraft Cards and Envelopes10pk 6 x 6in","Dovecraft",NA,NA,"5",0.9125
"SBK","ADU","416482","Dovecraft Ribbon Reels Assorted Designs 2m","Dovecraft",NA,NA,"1",0.9125
"SBK","ADU","416483","Dovecraft Curiosity Corner Sentiment Clear Stamps6pk","Dovecraft",NA,NA,"1",0.9125
"SBK","ADU","416484","Dovecraft Curiosity Corner Clear Stamps 4pk","Dovecraft",NA,NA,"1",0.9125
"SBK","ADU","416485","Dovecraft Curiosity Corner Wooden Frames 12pk","Dovecraft",NA,NA,"12",0.86
"SBK","ADU","416486","Dovecraft Curiosity Designer Paper 6 x 6in 150gsmAssorted Designs 72 Sheets","Dovecraft",NA,NA,"1",0.9125
"SBK","ADU","416487","Dovecraft Curiosity Corner Premium Adhesive Gems and Pearls Assorted Colours and Sizes","Dovecraft",NA,NA,"1",0.9125
"SBK","ADU","416488","Dovecraft Curiosity Corner Twine 3 x 10m","Dovecraft",NA,NA,"3",0.9125
"SBK","ADU","417621","Dovecraft Essentials Photo Frames 10pk","Dovecraft",NA,NA,"10",0.9125
"SBK","ADU","417622","Dovecraft Essentials Photo Corners 24pk","Dovecraft",NA,NA,"24",0.9125
"SBK","ADU","418641","Dovecraft Clear Stamp Block 12 x 5cm","Dovecraft","12cm x 5cm","Multi","1",1
"SBK","ADU","433056","Dovecraft Floral Muse Designer Paper6 x 6in 150gsm Assorted Designs 72 Sheets","Dovecraft",NA,"Multi","1",1
"SBK","ADU","433057","Dovecraft Floral Muse Card Butterflies Assorted Designs 10pk","Dovecraft",NA,"Multi","10",1
"SBK","ADU","433058","Dovecraft Floral Muse Adhesive Pearls Assorted Colours and Sizes","Dovecraft",NA,"Multi","91",1
"SBK","ADU","433059","Dovecraft Floral Muse Wooden Frames Assorted Designs 16pk","Dovecraft",NA,"Multi","16",1
"SBK","ADU","433060","Dovecraft Floral Muse Clear Stamps 5pk","Dovecraft",NA,"Multi","5",1
"SBK","ADU","433061","Dovecraft Floral Muse Accordion Stickers 8pk","Dovecraft",NA,"Multi","8",1
"SBK","ADU","433062","Dovecraft Floral Muse Doilies Assorted Colours 30pk","Dovecraft",NA,"Multi","30",1
"SBK","ADU","433063","Dovecraft Floral Muse A5 Sentiment Stickers","Dovecraft",NA,"Multi","1",1
"SBK","ADU","433064","Dovecraft Chalk Markers","Dovecraft",NA,"Multi","1",1
"SBK","ADU","433065","Dovecraft Back to Basics Paper Blossoms Assorted Colours, Designs and Sizes 30pk","Dovecraft",NA,"Multi","30",1
"SBK","ADU","433066","Dovecraft Sentiment Ribbons Assorted Designs 2m","Dovecraft",NA,"Multi","1",1
"SBK","ADU","433067","Dovecraft Floral Muse Ribbon Assorted Designs 2m","Dovecraft",NA,"Multi","1",1
"SBK","ADU","438505","Dovecraft Back to Basics Bright Spark Cardsand Envelopes 10pk","Dovecraft",NA,NA,"12",0.9125
"SBK","ADU","438506","Dovecraft Back to Basics Bright Spark Frames 8pk","Dovecraft",NA,NA,"8",0.9125
"SBK","ADU","438507","Dovecraft Back to Basics Bright Spark Designer Paper 6 x 6in 150gsm Assorted Designs 72 Sheets","Dovecraft",NA,NA,"72",0.9125
"SBK","ADU","438508","Dovecraft Back to Basics Bright Spark Mini Satin Bows 20pk","Dovecraft",NA,NA,"20",0.9125
