"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"SBK","DES","303156","Zebra Z-Grip Classic Ballpoint Pen Medium Black 5pk","Zebra","Medium","Black","5pk",1
"SBK","DES","318038","Zebra Z-Grip Mini Retractable Ball Point PensMedium Black 6pk","Zebra",NA,"Black","6pk",0.93
"SBK","DES","349352","Zebra Pens Z Grip Assorted 5pk","Zebra",NA,NA,"5pk",0.86
"SBK","DES","417036","Z-Grip Black 10pk","Zebra",NA,NA,NA,0.74
"SBK","DES","417040","Zebra Sarasa Metallic Gel Pen Assorted Colours2pk","Zebra","2395",NA,"2",0.93
"SBK","DES","417042","Zebra Selection Pack 6pk","Zebra",NA,NA,NA,0.79
"SBK","DES","432272","Zebra Funly Ballpoint Pens 4pk","Zebra",NA,"Multi","3",0.93
"SBK","DES","432282","Zebra Z-Grip Ballpoint Pen Assorted Colours 3pk","Zebra",NA,"Black","3",0.88
"SBK","DES","432293","Zebra Z-Grip Flight Pen Black","Zebra",NA,NA,"1",0.86
"SBK","DES","432296","Z-Grip Smooth Black","Zebra",NA,NA,"1",0.81
"SBK","DES","432298","Zebra Z-Grip Smooth Pen Green","Zebra",NA,"Green","1",0.93
"SBK","DES","432302","Zebra Z-Grip Zebra Print Pen Black","Zebra",NA,"Black","1",0.93
"SBK","DES","432305","Zebra Z-Grip Funky Brights","Zebra",NA,"Pink","1",0.93
