"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","DQ Score"
"XMD","FLO","175267","Wilko Christmas Faux Snow Blanket50cm x 2m","Wilko","200 x 50cm","White","1","Polyester","No",NA,0.65
"XMD","FLO","254886","Wilko Christmas Decoration Faux Snow 100g","Wilko","100g","White","1","PE","No","Do Not Wash",0.65
"XMD","FLO","419579","Wilko Christmas Decoration Felt Snowy Icicles 1m","Wilko","1m",NA,"1","Polyester","No",NA,0.65
