"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","PER","287321","Giorgio Beverly Hills Eau de Toilette 30ml","Armani","100ml","1",0.9
"TOI","PER","445556","Georgio Armani Code EDP Femme 30ml","Armani","30ml","1",1
"TOI","PER","445557","Georgio Armani Code Pour Homme Eau de Toilette50ml","Armani","50ml","1",1
"TOI","PER","452658","Emporio Armani Diamond Rose Eau de Toilette 30ml","Armani","30ml","1",0.95
"TOI","PER","333346","Beckham Instinct Eau de Toilette 75ml","Beckham","75ml",NA,0.9125
"TOI","PER","406499","Beckham Intimately Him 75ml EDT","Beckham","75ml","1",1
"TOI","PER","425199","Beyonce Heat Eau De Parfum 100ml","Beyonce","100ml","1",1
"TOI","PER","425200","Beyonce Midnight Heat Eau De Parfum 100ml","Beyonce","100ml","1",1
"TOI","PER","245083","Britney Spears Curious Eau de Parfum 30ml","Britney Spears","30ml",NA,0.9125
"TOI","PER","445552","Anais Anais Eau De Toilette 30ml","Cacharel","30ml","1",0.9
"TOI","PER","449713","Cacharel Amor Amor Eau de Toilette 30ml","Cacharel","30ml","1",0.95
"TOI","PER","449714","Calvin Klein CK One Eau de Toilette 50ml","Calvin Klein","50ml","1",0.95
"TOI","PER","425246","Cerrutti 1881 Eau de Toilette Femme 30ml","Cerruti","30ml","1",0.95
"TOI","PER","442606","Christina Aguilera Eau de Parfum 30ml","Christina Aguilera","30ml","1",1
"TOI","PER","252640","Davidoff Cool Water Deodorant 75ml","Davidoff","75ml",NA,0.9125
"TOI","PER","283624","Davidoff Cool Water Deodorant for Women 100ml","Davidoff","100ml",NA,0.9125
"TOI","PER","295681","Davidoff Cool Water Eau de Toilette 50ml","Davidoff","50ml",NA,0.9125
"TOI","PER","340276","Davidoff Cool Water Eau de Toilette 40ml","Davidoff","40ml",NA,0.9125
"TOI","PER","442608","Davidoff Cool Water Eau de Toilette Spray 125ml","Davidoff","125ml","1",1
"TOI","PER","442609","Davidoff Hotwater Men Eau de Toilette 60ml","Davidoff","60ml","1",1
"TOI","PER","425207","DKNY Eau de Toilette Female 30ml","DKNY","30ml","1",1
"TOI","PER","425241","DKNY Eau de Toilette Male 30ml","DKNY","30ml","1",1
"TOI","PER","442611","DKNY MYNY Eau de Parfum 30ml","DKNY","30ml","1",1
"TOI","PER","223508","Elizabeth Arden Sunflowers Eau de Toilette 100ml","Elizabeth Arden","100ml","1",1
"TOI","PER","445554","FCUK Her Eau de Toilette 100ml","FCUK","100ml","1",1
"TOI","PER","445555","FCUK Him Eau de Toilette 100ml","FCUK","100ml",NA,0.825
"TOI","PER","445558","Issey Miyake For Him Eau de Toilette 75ml","Issey Miyake","75ml","1",1
"TOI","PER","258060","Joop! Jump Eau de Toilette 100ml","Joop","100ml",NA,0.9125
"TOI","PER","305358","Joop! Homme Deodorant 75ml","Joop","75ml",NA,0.9125
"TOI","PER","425928","Joop Homme Splash 75ml","Joop","75ml","1",1
"TOI","PER","72982","Joop Homme Eau de Toilette 75ml","Joop","75ml",NA,0.9125
"TOI","PER","449709","Katy Perry Mad Potion Eau de Parfum 30ml","Katy Perry","30ml","1",0.95
"TOI","PER","449710","Lady Gaga Eau de Parfum 30ml","Lady GAGA","30ml","1",0.95
"TOI","PER","442612","Police For Men Eau de Toilette 100ml","Police","100ml","1",1
"TOI","PER","449670","Charlie Blue Eau De Toilette Spray 100ml","Revlon","100ml","1",0.9
"TOI","PER","449671","Charlie Red Eau de Toilette 100ml","Revlon","100ml","1",0.9
"TOI","PER","449711","Samantha Faiers La Bella Eau de Parfum 100ml","Samantha Faiers","100ml","1",1
"TOI","PER","425244","Tommy Girl Eau de Toilette 30ml","Tommy Hilfiger","30ml","1",0.95
"TOI","PER","425245","Tommy Men Eau de Toilette 30ml","Tommy Hilfiger","30ml","1",0.95
"TOI","PER","425216","Vera Wang Princess Eau de Toilette 30ml","Vera Wang","30ml","1",1
"TOI","PER","442613","Vera Wang Lovestruck Eau de Parfum 30ml","Vera Wang","30ml","1",0.95
"TOI","PER","449697","Vera Wang Lovestruck Eau De Parfum 100ml","Vera Wang","100ml","1",0.95
