"Article","Web Description","Brand","Type","Colour","Pack Qty","DQ Score"
"439630","Avengers Walkie Talkies","Avengers","Walkie Talkies","Multi","1",1
"330544","Nerf N-Strike Elite Firestrike","Nerf","Blasters and Launchers","Multi","1",1
"419445","Wilko Play Roadsters Wheelie Monster Assortment","Wilko","Cars and Playsets","Multi","1",1
