"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"417044","Loadsa Sweets Plus 40 Percent","Swizzels","Halloween confectionery",NA,"1",NA,0.81
"417046","Loadsa Lollies Plus 40 Percent","Swizzels","Halloween confectionery",NA,"1",NA,0.81
"437744","Wilko LED Tealights 6pk","Wilko","LED Candles",NA,"6",NA,0.86
