"Article","Web Description","Brand","Type","Colour","Pack Qty","Washable","Size","Material","DQ Score"
"326947","Wilko Duvet Set Single Leaf Design Green","Wilko","Single Duvet Cover","Green",NA,"Washable","Single","50% Polyester, 50% Cotton",0.95
"327268","Wilko Duvet Set King Waffle Cream","Wilko","King Size Duvet Cover","Cream",NA,"Washable","Kingsize","50% Polyester, 50% Cotton",0.95
"327272","Wilko Duvet Set Double Leaf Design Green","Wilko","Double Duvet Cover","Green",NA,"Washable","Double","50% Polyester, 50% Cotton",0.95
