"Article","Web Description","Brand","Type","Colour","Size","DQ Score"
"448372","Swan Microwave 20L Green SM22030GN","Swan","Microwaves","Green","20L",1
"439572","Tower Mini Oven 23L T14012","Tower","Mini Oven","Black","23L",1
"328557","Wilko Colourplay Microwave Purple 20L","Wilko","Microwaves","Purple","20L",1
"328559","Wilko Colourplay Microwave Red 20L","Wilko","Microwaves","Red","20L",1
"403946","Wilko Colourplay Microwave Black 20L","Wilko","Microwaves","Black","20L",1
"414306","Wilko Microwave Silver 20L","Wilko","Microwaves","Silver","20L",1
