"Article","Web Description","Brand","DQ Score"
"126943","3-In-One Multi Purpose Drip Oil 100ml","3in1",0.6
"242762","3-In-One Original Multi Purpose Oil Spray 200ml","3in1",0.6
"295954","Autocare Ice Scraper and Squeegee Assorted","Auto Care",0.6
"309930","Autocare Easy Sand Car Filler 250ml","Auto Care",0.6
"39773","Foot Pump","Auto Care",0.6
"427250","Double Barrel Foot Pump","Auto Care",0.6
"296722","CarPlan Blue Star Anti Freeze and Coolant 1L","Bluecol",0.6
"310666","CarPlan Blue Star De-Icer Aerosol 600ml","Bluestar",0.6
"133793","Carplan Unleaded Petrol Can Green 5L","Car Plan",0.775
"207858","CarPlan Blue Star De-Icer Trigger 500ml","Car Plan",0.6
"207859","CarPlan Pre-Icer Trigger 500ml","Car Plan",0.6
"309939","CarPlan Fuel Can Diesel Black 5L","Car Plan",0.775
"450504","Carplan Super Gloss 600ml","Car Plan",0.88
"457093","T-Cut Rapid Scratch Remover 500ml","Car Plan",0.6
"457094","T-Cut Original Tin 300ml","Car Plan",0.6
"336914","Ei Home Fire Extinguisher BC Powder Red 600g","Ei Electronics",0.891666666666667
"343677","The Complete Theory Test 2013 Edition","Focus",0.775
"421535","O'Keeffes Working Hands Hand Cream 96g","Gorilla Glue",0.95
"171542","Holts Gun Gum Repair Paste 200g","Hols",0.6
"171544","Holts Radweld Radiator Leak Repair 250ml","Hols",0.6
"171546","Holts Tyreweld Puncture Repair 400ml","Hols",0.6
"286894","Holts Radweld Plus Total Coolant Leak Repair 250m","Hols",0.6
"ml00227","Barracuda Lynx Mountain Bike Pink And White","Moore Large",0.95
"ml00241","Barracuda Gents Liberty Trekking Bike Silver 700c","Moore Large",0.95
"ml00267","Classic Touriste 700c Ladies Bike White","Moore Large",0.95
"ml00279","Flite Taser 18 Speed Dual Suspension Ladies BikePink and Black","Moore Large",0.95
"ml00290","Lombardo 350 Gents 21-Speed Bike 26inch","Moore Large",0.95
"ml00292","Lombardo 500 Gents 21-Speed 26inch","Moore Large",0.95
"ml00293","Lombardo 600 Gents 27-Speed Bike 26inch","Moore Large",0.95
"ml00294","Lombardo Rimini Ladies Single-Speed 26in","Moore Large",0.95
"450153","Emoji Car Air Freshener Assorted","Retro",0.95
"158375","Jump Leads 3m","Wilko",0.6
"322764","Auto Care Pop-up Frost Protector and Sun Shade200cm x 70cm","Wilko",0.6
"323204","Jumbo Luggage Elastic Light Duty Yellow 45cm","Wilko",0.775
"323205","Jumbo Luggage Elastic Light Duty Blue 60cm","Wilko",0.775
"323206","Jumbo Luggage Elastic Light Duty Green 80cm","Wilko",0.775
"323207","Auto Care Luggage Elastics 60cm","Wilko",0.833333333333333
"343727","Autosol Metal Polish Tube 75g","Wilko",0.81
"345133","Tow Rope","Wilko",0.6
"157344","Wilko Car Cleaning Cloth Pack","Wilko Functional",0.81
