"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"436077","Febreze Car Freshener Refill Fruity Tropics 7ml","Febreze","Car Air Freshener",NA,"1","7ml",1
"450788","Febreze Car Air Freshener Refill Vanilla Bouquet 7ml","Febreze","Car Air Freshener",NA,"1","7ml",1
"450789","Febreze Car Air Freshener Starter Kit Vanilla Bouquet 7ml","Febreze","Car Air Freshener",NA,"1","7ml",1
"286872","Pongo Air Freshener Smiley 3 Pk","Pongo","Air Fresheners",NA,"1","3Pack",1
"426400","Ring Essentials 6amp Baterry Charger","Ring","Battery Chargers",NA,"1","9.6x15.8x20.2",1
"ml00204","M/L Sonic Glamour 16in Girls Bike Purple","Sonic","Junior Bikes","Purple",NA,"16in",1
"ml00261","Moore Large Sonic Daisy Girls Bike Pink","Sonic","Infant Bikes","Pink",NA,"12in",1
"450154","Star Wars Car Air Freshener Assorted","Star Wars","Car Air Freshener",NA,"1pk","7.5 x 0.02 x 7cm",1
"450155","Star Wars 3D Car Air Freshener Vent Clip Assorted","Star Wars","Car Air Freshener",NA,"1pk","4.5 x 2.5 x 4.5cm",1
"426971","Yankee Candle Jar Car Freshener Clean Cotton","Yankee Candle","Air Fresheners","White","1","Car jar ultimate freshner 6.5cm",1
"431277","Yankee Candle Jar Car Freshener Pink Sands","Yankee Candle","Car Air Freshener",NA,"1","11cm",1
"431278","Yankee Candle Jar Car Freshener Fluffy Towels","Yankee Candle","Car Air Freshener",NA,"1","11cm",1
