"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"255840","Flexi Tape Retractable Leash Standard Large 5m/16ft","Flexi","Dog Leads",NA,"1","5m",0.93
"255841","Flexi Standard 2 Cord Retractable Leash Medium 5m/16ft Assorted","Flexi","Dog Leads",NA,"1","5m",0.93
"255747","Wilko Rope Lead Assorted 130cm","Wilko","Dog Leads",NA,"1","130cm",0.93
"259","Wilko Puppy and Small Dog Collar and Lead","Wilko","Collars and Leads",NA,"2pk","Small",0.93
"303608","Wilko Dog Seat Belt 12-24in","Wilko","Dog Harness and Seat Belts",NA,"1","12-24in",0.93
"314141","Yard Chain 7 6in","Wilko","Dog Chains and Tethers",NA,"1","7ft 6in",0.88
"350264","Dog Collar Nylon Small","Wilko","Dog Collars",NA,"1","Small",0.88
"350266","Dog Collar Nylon Large","Wilko","Dog Collars",NA,"1","Large",0.88
"350338","Wilko Dog Collar Soft Small","Wilko","Dog Collars",NA,"1","Small",0.93
"350339","Wilko Dog Collar Soft Medium","Wilko","Dog Collars",NA,"1","Medium",0.93
"350340","Wilko Dog Collar Soft Large","Wilko","Dog Collars",NA,"1","Large",0.93
"350342","Wilko Dog Lead Soft Medium","Wilko","Dog Leads",NA,NA,"Medium",0.86
"350623","Wilko Dog Collar Soft Small","Wilko","Dog Collars",NA,"1","Small",0.93
"350624","Wilko Dog Collar Soft Medium","Wilko","Dog Collars",NA,NA,"Medium",0.86
"350625","Wilko Dog Collar Soft Large","Wilko","Dog Collars",NA,NA,"Large",0.86
"350627","Wilko Dog Lead Soft Medium","Wilko","Dog Leads",NA,"1","Medium",0.93
"439472","Leather Collar Small Brown / Black 10-14in","Wilko","Dog Collars",NA,"1","Small 10 - 14inch",0.88
"439473","Leather Collar Medium Brown / Black 14-18in","Wilko","Dog Collars",NA,"1","Medium 14-18 inch",0.88
"439474","Leather Collar Large Brown / Black 22-26in","Wilko","Dog Collars",NA,"1","Large 22-26 inch",0.88
"439475","Leather Lead Brown / Black 46in","Wilko","Dog Leads",NA,"1","46 inch",0.88
