"Article","Web Description","Brand","Type","Power","Pack Qty","Size","DQ Score"
"447353","6th Avenue Cocktail Drinks Bar Set Stainless Steel","6th Avenue","Cocktail Set","N/A","1","22cm x 9cm x 9cm",1
"441186","Quest Large Buffet Server and Warming Traywith 3 Compartments","Quest","Hot Trays","300W","1","14.5cm Long, 64cm Wide, 14.5cm High",1
"441189","Quest Double Insulated Catering Urn 10L","Quest","Catering Urn","1500w","1","30cm Long, 30cm Wide, 50cm High",1
