"Article","Web Description","Brand","DQ Score"
"447385","Kitchen Craft Slate and Wood Serving Stand 2 Tier","Kitchen Kraft",0.9
"441911","Serving Set Black Script 5 Piece","Wilko",0.8
"441918","Dip Bowls Square on Wooden Tray 4pcs","Wilko",0.8
