"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"421496","Aquarian Tropical Flake Fish Food 25g","Aquarian","Food","1","25g",1
"452937","Aquarian Holiday Feeding Block","Aquarian","Food","1","28g",1
"452939","Wilko Tap Water Conditioner For Fish237ml","Wilko","Cleaning and Water Control","1","237ml",1
