"PSA_1","PSA_2","Article","Web Description","Brand","DQ Score"
"SES","BAR","456180","Restaurant Charcoal 12kg","Bar-Be-Quick",0.88
"SES","GFN","436187","Sorrento Rectangular Recliner Taupe 8 Piece Set","Amir",0.6
"SES","GFN","436188","Sorrento Companion Seat Taupe","Amir",0.6
"SES","GFN","436189","Sorrento Wheeled Sun Lounger Taupe","Amir",0.8625
"SES","GFN","407841","Greenhurst Garden Patio Set Rose Arm Chair Bronze","Gablemere",0.95
"SES","GFN","435247","Greenhurst Rose Armchair Patio Set 3pc","Gablemere",0.891666666666667
"SES","GFN","456334","Greenhurst Garden Bench Cushion Waterproof Natural","Gablemere",0.6
"SES","GFN","456336","Greenhurst Garden Bench Cushions WaterproofTangerine","Gablemere",0.6
"SES","GFN","456340","Greenhurst Garden Seat Glider Single","Gablemere",0.775
"SES","GFN","456341","Greenhurst Low Level Garden Glider Table","Gablemere",0.775
"SES","SPC","325757","Wilko Stingray Sledge","Parallax",0.6
