"PSA_1","PSA_2","Article","Web Description","DQ Score"
"SES","BAR","456181","Bar-Be-Quick FSC Lumpwood 8kg",0.88
"SES","BAR","455203","La Hacienda Universal Cowboy Cookout Stove",0.833333333333333
"SES","BAR","455204","La Hacienda Garden Tripod with Hanging Grill",0.833333333333333
"SES","BAR","455205","La Hacienda Garden Firepit Kala Oxidised",0.833333333333333
"SES","BAR","455206","La Hacienda Garden Firepit Denver Stainless Steel",0.833333333333333
"SES","BAR","455207","La Hacienda Garden Firebasket Minnesota Steel",0.833333333333333
"SES","BAR","455208","La Hacienda Garden Firebasket Alberta Steel",0.833333333333333
"SES","BAR","455209","La Hacienda Chimenea Skyline Contemporary Steel",0.833333333333333
"SES","BAR","455211","La Hacienda Handmade Chimenea Copper Effect94cm High",0.833333333333333
"SES","BAR","lh00006","La Hacienda Murcia Steel Chimenea Large",0.833333333333333
"SES","CAM","456143","Yellowstone Backpack Adventurer Green",0.6
"SES","CAM","456144","Yellowstone Adventurer Rucksack Green",0.6
