"Article","Web Description","Brand","DQ Score"
"440533","Cheeky Chimp Amaretto Liqueur Starter KitMakes 6 x 750ml Bottles","Muntons",0.6
"440534","Cheeky Chimp Black Sambuca Liqueur Starter KitMakes 6 x 750ml Bottles","Muntons",0.6
"440535","Cheeky Chimp Amaretto Refill KitMakes 6 x 750ml Bottles","Muntons",0.6
"440536","Cheeky Chimp Coconut Rum Refill KitMakes 6 x 750ml Bottles","Muntons",0.6
"453149","Gervin Recipe Booklet","Muntons",0.6
"453206","Woodfordes Starter Kit Real Ale 20 Pint","Other",0.6
"435882","John Bull IPA Brewing Kit 1.8kg","Wilko",0.6
"435884","John Bull Best Bitter Brewing Kit 1.8kg","Wilko",0.6
"435886","Woodfordes Admiral Reserve Real Ale Kit 3kgMakes 32 Pints","Wilko",0.6
"435887","Woodfordes Sundew Real Ale KitMakes 40 Pints","Wilko",0.6
"435890","Brewers Multi Purpose Heat Pad","Wilko",0.6
