"Article","Web Description","DQ Score"
"146305","Swish Curtain Hooks 100pk",0.941666666666667
"236681","Swish Gliders 10pk",0.941666666666667
"3781340","Swish Sologlide Multipurpose Curtain Track  White125cm",0.941666666666667
"3781540","Swish Sologlide Multipurpose Curtain Track White150cm",0.941666666666667
"3781740","Swish Sologlide Multipurpose Curtain Track White175cm",0.941666666666667
"3781940","Swish Sologlide Multipurpose Curtain Track White200cm",0.941666666666667
"3782140","Swish Sologlide Multipurpose Curtain Track White225cm",0.941666666666667
"3821540","Swish Sologlyde End Stops 2pk",0.941666666666667
"3822240","Swish Sologlyde Gliders 10pk",0.941666666666667
"59285","Swish Sologlyde Brackets 5pk",0.941666666666667
"59302","Swish Sologlyde Curtain Hooks 25pk",0.941666666666667
