"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"343277","Ecostar Water Saving Shower Regulator","Ecostar","Water Saving Regulators","1",NA,0.9125
"343278","Ecostar Water Saving Shower Head","Ecostar","Shower Heads","1",NA,0.9125
"343490","Ecostar Water Saving Shower Regulator","Ecostar","Water Saving Regulators","1",NA,0.9125
"343496","Ecostar Swivel Kitchen Tap Aerator","Ecostar","Water Saving Aerator","1",NA,0.9125
"343497","Ecostar Swivel Water Saver  Aerator","Ecostar","Water Saving Aerator","1",NA,0.9125
"343498","Ecostar Water Saving Aerator  c/w Internal Thread","Ecostar","Water Saving Aerator","1",NA,0.9125
"343499","Ecostar Water Saving Aerator c/w External Thread","Ecostar","Water Saving Aerator","1",NA,0.9125
"343474","Polymax Push Fit Coupler 15mm","Polymax","Pipe Connectors",NA,"15mm",0.9125
"343475","Wilko  Polymax Pipe 15mm x 1m","Polymax","Pipe",NA,"15mmx1m",0.9125
"343477","Polymax Push Fit Equal Tee 15mm","Polymax","Pipe Connectors",NA,"15mm",0.9125
"343480","Polymax Push Fit Plugs 15mm 2pk","Polymax","Pipe Stiffners",NA,"15mm",0.9125
"343473","Sylglas  Waterproof Leak Repair Putty 64g","Sylglas","Repair and Seal","1",NA,0.9125
"279889","Wilko Gully Grid Square Black","Wilko","Gully and Vent Covers","1",NA,0.9125
"279890","Wilko Gully Grid Round Black","Wilko","Gully and Vent Covers","1",NA,0.9125
"343237","Wilko Ceramic Tap Gland with Long Spline 1/2in","Wilko","Taps and Components","1",NA,0.9125
"343238","Wilko Ceramic Tap Gland with Short Spline 1/2in","Wilko","Taps and Components","1",NA,0.9125
"343239","Wilko Replacement Tap Gland 1/2in","Wilko","Taps and Components",NA,"1/2in",0.9125
"343240","Wilko Tap Washer 1/2in 4pk","Wilko","Nuts, Washers and O Rings","4",NA,0.9125
"343243","Wilko  Nail In Pipe Clips 15mm","Wilko","Pipe Clips","1",NA,0.9125
"343244","Wilko  Pipe Clips 15mm","Wilko","Pipe Clips","1",NA,0.9125
"343245","Wilko  Tap Washers Pack 3/4in 3pk","Wilko","Nuts, Washers and O Rings","3",NA,0.9125
"343246","Wilko Tap Washers  3/8in 4pk","Wilko","Nuts, Washers and O Rings","4",NA,0.9125
"343249","Wilko Radiator and Meter Cupboard Multi FunctionKey","Wilko","Radiator Components","1",NA,0.9125
"343250","Drain Cleaning Spring","Wilko","Waste and Drain Cleaner","1",NA,0.8625
"343252","Wilko Replacement Lever Style Tap Handle","Wilko","Taps and Components","1",NA,0.9125
"343253","Wilko Tap Gland Washers 2pk","Wilko","Nuts, Washers and O Rings","1",NA,0.9125
"343254","Wilko Compression Appliance Connecter","Wilko","Pipe Connectors","1",NA,0.9125
"343255","Wilko O Rings  Assorted 10pk","Wilko","Nuts, Washers and O Rings","1",NA,0.9125
"343256","Wilko Toilet Cistern Ball Float","Wilko","Toilet and Cistern Components",NA,NA,0.825
"343257","Wilko Ball Valve Repair Kit","Wilko","Toilet and Cistern Components","1",NA,0.9125
"343258","Wilko Basin Plug Chrome 1 1/4in","Wilko","Plugs and Components","1",NA,0.9125
"343259","Wilko Adjustable Basin  Wrench","Wilko","Basin Wrench","1",NA,0.9125
"343260","Wilko Bath/Sink Plug Hole Strain Chrome","Wilko","Plugs and Components","1",NA,0.9125
"343262","Wilko Cistern Syphon Linkage","Wilko","Toilet and Cistern Components","1",NA,0.9125
"343263","Wilko Bath Chain 18in","Wilko","Plugs and Components","1",NA,0.9125
"343264","Wilko Basin Chain and Holder 12in","Wilko","Plugs and Components","1",NA,0.9125
"343265","Wilko Cistern Lever Flush Arm","Wilko","Toilet and Cistern Components","1",NA,0.9125
