"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"331986","Paloma Paper Napkins Cream 2 Ply 33cm 20pk","Paloma","Napkins","Cream","20pk","33cmx33cm",1
"150004","Wilko Insulated Plates White 10pk","Wilko","Plates and Bowls","White","1","22.5x22.5cm",1
"190074","Wilko Doilies Assorted Sizes White 20 Pack","Wilko","Paper Doyleys","White","1","Assorted",1
"203981","Wilko Napkins 2 Ply White 100pk","Wilko","Napkins","White","100pk","2ply",1
"203989","Wilko Party Tumblers Clear Large 10pk","Wilko","Glasses","Clear","1","Large",1
"203991","Wilko Paper Plates Large White 30pk","Wilko","Plates and Bowls","White","1","Large",1
"233954","Wilko Foil Platters 3pk","Wilko","Platters","Silver","1","35x24.5cm",1
"319586","Wilko Colourplay Placemat Red 30 x 40cm","Wilko","Placemats",NA,NA,NA,1
"319591","Wilko Colourplay Table Runner Cream30 x 180cm","Wilko","Table Runners","Cream","1","130x180cm",1
"319592","Wilko Colourplay Table RunnerRed 30 x 180cm","Wilko","Table Runners",NA,NA,NA,1
"319661","Wilko Faux Leather Coasters Black and Purple4pk","Wilko","Coasters","Black","4pk","10x10cm",1
"319662","Wilko Faux Leather PlacematsBlack and Purple 4pk","Wilko","Placemats","Black","1","4 Pack",1
"319668","Wilko Faux Leather Coasters Chocolate And Cream4pk","Wilko","Coasters","Brown","1","4 Pack",1
"319669","Wilko Faux Leather Placemats Chocolate and Cream4pk","Wilko","Placemats","Brown","1","4 Pack",1
"330870","Wilko Round Platters Foil 3pk","Wilko","Plates and Bowls","Silver","3pk","3 Pack",1
"331938","Wilko Party Tumblers Clear Small 75pk","Wilko","Glasses","Clear","1","Half Pint",1
"331939","Wilko Disposable Serving Bowls Small 10pk","Wilko","Plates and Bowls","Clear","1","Small",1
"331940","Wilko Disposable Bowls Large 10pk","Wilko","Plates and Bowls","White","1","Large",1
"331941","Wilko Disposable Salad Bowls 2pk","Wilko","Plates and Bowls","White","1","2 Pack",1
"333429","Wilko Disposable Champagne Flutes Clear 10pk","Wilko","Glasses","Clear","1","10 Pack",1
"333445","Wilko Plastic Plates White 22cm 10pk","Wilko","Plates and Bowls","White","10pk","22cm",1
"346117","Wilko Table Protector 107 x 150cm","Wilko","Table Cloths","Cream","1","107x150cm",1
"427858","Wilko Placemats Cream 4pk","Wilko","Placemats","Cream","4","27x39cm",1
"447450","Wilko Cork Placemat","Wilko","Placemats",NA,NA,NA,1
"447451","Wilko Teslin Placemat Red 40cm x 30cm","Wilko","Placemats",NA,NA,NA,1
"447452","Wilko Teslin Placemat Black 40cm x 30cm","Wilko","Placemats","Black","1","40cm x 30xm",1
"447453","Wilko Teslin Placemat Cream 40cm x 30cm","Wilko","Placemats","Cream","1","40xm x 30cm",1
"447454","Wilko Teslin Placemat Grey 40cm x 30cm","Wilko","Placemats","Grey","1","40cm x 30xm",1
"447458","Wilko Lap Tray Pebble Design","Wilko","Trays","Cream","1","33.5cm x 44cm",1
"447459","Wilko Coasters Hen Design 4 Pack","Wilko","Coasters","Multi","4","10cm x 10cm",1
"447460","Wilko Placemats Hen Design 4 Pack","Wilko","Placemats","Multi","4","29cm x 21.5cm",1
"447461","Wilko Lap Tray Hen Design","Wilko","Trays","Multi","1","33.5cm x 44cm",1
"447463","Wilko Teslin Placemat Beige 40cm x 30cm","Wilko","Placemats","Brown","1","40xm x 30cm",1
"332174","Wilko Functional Paper Bowls White 30pk","Wilko Functional","Plates and Bowls","White","30pk","30 Pack",1
