"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"322005","Dovecraft 3D Foam Pads Square 400pk 5 x 5mm","Dovecraft","Adhesive Pads","White","1",NA,1
"322034","Dovecraft Clear Card Bags Square 20pk 145 x 145mm","Dovecraft","Embellishments","Clear","20pk",NA,1
"322042","Dovecraft Clear Card Bags C6 20pk 120 x 169mm","Dovecraft","Embellishments","Clear","20pk",NA,1
"322049","Dovecraft Square Cards and Envelopes White 10pk14 x14 cm","Dovecraft","Craft Paper and Card","White","10pk",NA,1
"322055","Dovecraft Cards and Envelopes Cream C6 10pk","Dovecraft","Craft Paper and Card","Cream","10pk",NA,1
"322056","Dovecraft Cards and Envelopes White C6 10pk","Dovecraft","Craft Paper and Card","White","10pk",NA,1
"322057","Dovecraft Square Cards and Envelopes Cream 10pk14 x 14cm","Dovecraft","Craft Paper and Card","Cream","10pk",NA,1
"418641","Dovecraft Clear Stamp Block 12 x 5cm","Dovecraft","Stamp Block","Multi","1","12cm x 5cm",1
"433056","Dovecraft Floral Muse Designer Paper6 x 6in 150gsm Assorted Designs 72 Sheets","Dovecraft","Paper pack","Multi","1",NA,1
"433057","Dovecraft Floral Muse Card Butterflies Assorted Designs 10pk","Dovecraft","Muse Butterfly","Multi","10",NA,1
"433058","Dovecraft Floral Muse Adhesive Pearls Assorted Colours and Sizes","Dovecraft","Adhesive Gems","Multi","91",NA,1
"433059","Dovecraft Floral Muse Wooden Frames Assorted Designs 16pk","Dovecraft","Muse Frames","Multi","16",NA,1
"433060","Dovecraft Floral Muse Clear Stamps 5pk","Dovecraft","Stamps","Multi","5",NA,1
"433061","Dovecraft Floral Muse Accordion Stickers 8pk","Dovecraft","Stickers","Multi","8",NA,1
"433062","Dovecraft Floral Muse Doilies Assorted Colours 30pk","Dovecraft","Decorative Doilies","Multi","30",NA,1
"433063","Dovecraft Floral Muse A5 Sentiment Stickers","Dovecraft","Craft Accessories","Multi","1",NA,1
"433064","Dovecraft Chalk Markers","Dovecraft","Craft Accessories","Multi","1",NA,1
"433065","Dovecraft Back to Basics Paper Blossoms Assorted Colours, Designs and Sizes 30pk","Dovecraft","Decorative Blossoms","Multi","30",NA,1
"433066","Dovecraft Sentiment Ribbons Assorted Designs 2m","Dovecraft","Decorative Ribbon","Multi","1",NA,1
"433067","Dovecraft Floral Muse Ribbon Assorted Designs 2m","Dovecraft","Decorative Ribbon","Multi","1",NA,1
"433076","Staedtler Tradition Sketching Pencils Assorted Grades 12pk","Staedtler","Pencils","Multi","12","Pencil 176x7x7mm",1
"152839","Wilko Let's Create Sketch Pad A3 80gsm 30 Sheets","Wilko","Sketch and Paint Pads","White","30s","A3",1
"253381","Wilko Square Canvasses Small 4pk 20 x 20cm","Wilko","Easels and Canvases","White","4pk","20x20cm",1
"279077","Wilko Rectangle Canvasses 3pk 20 x 38cm","Wilko","Easels and Canvases","White","3pk","20x38cm",1
"319542","Wilko Let's Create Metallic Paint Gold 75ml","Wilko","Paints and Paint Brushes","Gold","1","75ml",1
"331607","Wilko Watercolour Paints Assortment x 12 x 12ml","Wilko","Paints and Paint Brushes","Multi","12pk","12ml",1
"433042","Wilko Black Scrapbook 30 x 30cm 250gsm 20 Sheets","Wilko","Scrapbooks","Black","1",NA,1
"433043","Wilko Black Scrapbook 8 x 8in 250gsm 20 Sheets","Wilko","Scrapbooks","Black","1",NA,1
"433052","Wilko Document Wallet A3 Clear","Wilko","Document Folders and Wallets","Clear","1","A3",1
"433072","Wilko Let's Create Blue Scrapbooking Kit 8x8inch 20 Sheets with 10 Top Loading Pages","Wilko","Scrapbooks","Multi","1",NA,1
"433073","Wilko Let's Create Pink Scrapbooking Kit 8x8inch 20 Sheets with 10 Top Loading Pages","Wilko","Scrapbooks","Multi","1",NA,1
"433415","Wilko Portfolio Case with Handle A3 Black","Wilko","Document Folders and Wallets","Black","1","A3",1
"456183","Wilko Adhesive Spray 500ml","Wilko","Glue","Multi","1","500ml",1
"94601","Wilko Sketch Pad A4 30 Sheets","Wilko","Sketch and Paint Pads",NA,"30s","A4",1
