"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"433619","Prestige Non stick Cushion Smart Small Roaster","Prestige","Roaster",NA,"1","W33cm x D23.5cm x H 6cm",0.93
"433620","Prestige Large Roaster Cushion Smart Non Stick","Prestige","Roaster",NA,"1","W41cm x D32cm x H8cm",0.93
"433621","Prestige Baking Sheet Cushion Smart Non Stick","Prestige","Baking Trays",NA,"1","W39cm x D34cm x H2.5cm",0.93
"433622","Prestige Oven Tray Cushion Smart Non Stick","Prestige","Baking Trays",NA,"1","W39.5cm x D31cm x H3.5cm",0.93
"433623","Prestige Pizza Tray Non Stick","Prestige","Baking Trays",NA,"1","W41cm x D36cm x H2.5cm",0.93
"433624","Prestige Loaf Tin Cushion Smart Non Stick 2lb","Prestige","Loaf Tins",NA,"1","W30cm x D14cm x H7.5cm",0.93
"433625","Prestige Bun Tin Non Stick","Prestige","Cake Tins",NA,"1","W28.5cm x D23.5cm x H4cm",0.93
"433626","Prestige Sandwich Tin Cushion Smart Non Stick","Prestige","Baking Trays",NA,"1","W28.5cm x D23.5cm x H4cm",0.93
"452439","Wilko Round Pan 29.8cm","Wilko","Cake Tins",NA,"1","29.8cm",0.93
"452440","Wilko Loaf Pan 31.2cm","Wilko","Loaf Tins",NA,"1","31.2cm",0.93
"452442","Wilko Small Roaster 33cm","Wilko","Roaster",NA,"1","33cm",0.93
"452443","Wilko Muffin Pan 12 Cup 40.4cm","Wilko","Cake Tins ",NA,"1","40.4cm",0.93
"452444","Wilko Medium Roaster 40cm","Wilko","Roaster",NA,"1","40cm",0.93
"452445","Wilko Small Cookie Sheet 39cm","Wilko","Baking Trays",NA,"1","39cm",0.93
"452446","Wilko Mini Kid's Bake Pan Assted","Wilko","Cake Tins",NA,"1",NA,0.86
"318534","Wilko Best Cake Tin 8in","Wilko Best","Cake Tins","Metal",NA,"8in",0.93
