"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"222436","Kleenex Original Tissues Extra Large Twin Pack65 Sheets 3 Ply","Kleenex","Facial Tissues","2pk","Mansize",1
"305124","Kleenex Balsam Tissues Pocket Pack","Kleenex","Facial Tissues","1","Pocket",1
"320749","Kleenex Balsam Tissues Cube 56 Sheets 3 Ply","Kleenex","Facial Tissues","1","Cube",1
"324395","Kleenex Ultrasoft Extra Large Tissues 44 Sheets3 Ply","Kleenex","Facial Tissues","1","Mansize",1
"336053","Kleenex Collection Tissues Cube 56 Sheets 3 Ply","Kleenex","Facial Tissues","1","Cube",1
"336055","Kleenex Original Tissues 72 Sheets 3 Ply","Kleenex","Facial Tissues","1","20cmx20cm",1
"410246","Kleenex Balsam Tissues Pocket Pack 8pk","Kleenex","Facial Tissues","8pk","9SC X8",1
"419065","Kleenex Balsam Tissues 72pk","Kleenex","Facial Tissues","1","Regular",1
"437423","Kleenex Mansize Tissues 44 Sheets","Kleenex","Facial Tissues","1","44sc x 12",1
"301929","Velvet Facial Tissue Cube 46 Sheets 3 Ply","Velvet","Facial Tissues","1","Cube",1
"301931","Velvet Facial Tissue Box Extra Large50 Sheets 3 Ply","Velvet","Facial Tissues","1","Mansize",1
"320742","Velvet Balm Facial Tissues","Velvet","Facial Tissues","1","Cube",1
"125470","Wilko Soft White Tissues Cube 65 Sheets 2 Ply","Wilko","Facial Tissues","1","Cube 2ply",1
"137679","Wilko Ultra Soft Pocket Tissue Packs 4 Ply 6pk","Wilko","Facial Tissues","1","6 Pack",1
"255447","Wilko Soft White Tissues 80 Sheets2 Ply","Wilko","Facial Tissues","1","Family",1
"351800","Wilko Large Soft White Tissues 90 Sheets 2 Ply","Wilko","Facial Tissues","1","90s",1
"351802","Wilko Super Soft Tissues White 80 Sheets 3 Ply","Wilko","Facial Tissues","1","80s",1
"1593850","Wilko Functional Tissues 70 Sheets 2 Ply","Wilko Functional","Facial Tissues","1","Mansize",1
