"Article","Web Description","Brand","Type","DQ Score"
"325046","Wilko Oslo 2 Tier Shelving Unit Oak Effect","Wilko","Bookcases",1
"325047","Wilko Shelving Unit Oslo Style 3 Tier Oak Effect","Wilko","Bookcases",1
"325048","Wilko Bookcase Oslo Style 3 Tier Oak Effect","Wilko","Bookcases",1
