"Article","Web Description","Brand","DQ Score"
"456868","Wilko LED Bulb Filament Soft Tone 7W BC White","TCP",0.88
"456869","Wilko LED Bulb Filament Soft Tone 7W ES White","TCP",0.88
"456870","Wilko LED Bulb Filament Soft Tone 7W BC Peach","TCP",0.88
"456871","Wilko LED Bulb Filament Soft Tone 7W ES Peach","TCP",0.88
"456872","Wilko LED Bulb Filament Candle Soft Light 4W BCWhite","TCP",0.88
"456873","Wilko LED Bulb Filament Candle Soft Light 4W SESWhite","TCP",0.88
"456874","Wilko LED Bulb Filament Candle Soft Light 4W BCPeach","TCP",0.88
"456875","Wilko LED Bulb Filament Candle Soft Light 4W SESPeach","TCP",0.88
"456876","Wilko LED Bulb Filament Globe Soft Light 4W BCWhite","TCP",0.88
"456877","Wilko LED Bulb Filament Globe Soft Light 4W SESWhite","TCP",0.88
"456878","Wilko LED Bulb Filament Globe Soft Light 4W BCPeach","TCP",0.88
"456879","Wilko LED Bulb Filament Globe Soft Light 4W SESPeach","TCP",0.88
