"Article","Web Description","Brand","DQ Score"
"447272","Quest Panini Sandwich Press Grill 35600","Benross",0.95
"447273","Quest Pancake Crepe Flatbread Maker 35540","Benross",0.95
"447274","Quest Omelette Maker 35640","Benross",0.95
"447275","Quest Compact Mini Oven 9L 35400","Benross",0.95
"447276","Quest Oven with Rotisserie 18L 35390","Benross",0.95
"447277","Quest Oven with Rotisserie Hot Plates 26L 35370","Benross",0.95
"cr00027","Hostess Trolley Drop Door HL6200DB","Crosslee",0.90625
"cr00032","Hostess Trolley Full Door HL6232BS","Crosslee",0.90625
"cr00059","Hostess Freestanding 46 Bottle Wine Cabinet HW46MA","Crosslee",0.95
"448349","Elgento Non-Stick Electric Wok 30 cm Black E14018","Elegento",0.95
"448350","Elgento Mini Oven 9L Black E14025","Elegento",0.95
"448353","Elgento Hot Air Popcorn Maker Red E26006","Elegento",0.9
"448354","Elgento Cocktail Fountain Red E26008","Elegento",0.9
"448356","Elgento Chocolate Fountain White E26012","Elegento",0.85
"448357","Elgento Carnival Candy Catcher Money Box RedE26013","Elegento",0.9
"441191","Popcorn Maker","Global Gizmos",0.95
"441192","Candy Floss Maker","Global Gizmos",0.6
"441193","Milkshake Maker","Global Gizmos",0.95
"441194","Chocolate Melting Pot","Global Gizmos",0.95
"441195","Chocolate Fountain","Global Gizmos",0.95
"441196","Waffle Maker","Global Gizmos",0.95
"441199","Brownie Maker","Global Gizmos",0.95
"143939","Connect-It DC Power Adaptor 600mA Regulated","Pifco",0.6
"406244","1.5 Litre S/S Slow Cooker SF17010N","Swan",0.833333333333333
"439556","Kettle 1.5L T10003","Tower",0.95
"439577","Digital Pressure Cooker 6L T16005","Tower",0.95
"439580","Digital Smoker 6L T16008","Tower",0.95
"439588","Manual Microwave 800W T24001","Tower",0.891666666666667
"439590","Ceramic Health Grill & Griddle T27009","Tower",0.891666666666667
"116444","Corelectrics Digital Volate Tester 220-240 ACRated","Wilko",0.716666666666667
"230735","Tower Exterior Junction Box Small","Wilko",0.775
"405782","LED Push Lights Silver 2pk","Wilko",0.75
"5379640","Corelectrics Mains Tester 125mm","Wilko",0.716666666666667
"228910","Everday Value Hand Mixer White","Wilko Functional",0.8
